original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Mabandla, Thandatha Jongilizwe","Mabandla, Thandatha Jongilizwe",Thandatha,Jongilia,Mabandla,,
Antoinette Nana Djimou,Antoinette Nana Djimou,Antoinette,Nana,Dimou,,
Mohammed Said Bareh,Mohammed Said Bareh,Mohammed,Saidi,Bareh,,
Loyce Biira Bwambale,Loyce Biira Bwambale,Loyce,Biira,Bambale,,
Coster Balakasi,Coster Balakasi,Coster,,Balakkasi,,
"Melki, Mourad","Melki, Mourad",Mourad,,Meli,,
"Kamaphitha, Uzibhebhu","Kamaphitha, Uzibhebhu",Uzibhebuu,,Kamaphitha,,
"Bencherif, Hamza","Bencherif, Hamza",Hamza,,Bencherig,,
Herbert Chitepo,Herbert Chitepo,Herbert,,Chiteo,,
Gbenga Oluokun,Gbenga Oluokun,Gbenga,,Olukun,,
Efua Sutherland,Efua Sutherland,Efusa,,Sutherland,,
"Madagascar, Rasoherina","Madagascar, Rasoherina",Rashierina,,Madagascar,,
Ganiou Soglo,Ganiou Soglo,Soglo,,Ganiou,,
Olusegun Obasanjo,Olusegun Obasanjo,Olisegun,,Obasanjo,,
Asha-Rose Migiro,Asha-Rose Migiro,Asha,Rose,Migiro,,
Muumin Aadan,Muumin Aadan,Muumin,,Aradan,,
"Bungei, Wilfred","Bungei, Wilfred",Wilfred,,Bungeli,,
"Yahyaoui, Insaf","Yahyaoui, Insaf",Insaf,,Yahayauni,,
Koranteng Amoako,Koranteng Amoako,Amoako,,Koranteng,,
Alain Gaspoz,Alain Gaspoz,Alain,,Gaspon,,
Tsandzile Ndwandwe,Tsandzile Ndwandwe,Ssandrill,,Ndwande,,
"Nsibambi, Apolo","Nsibambi, Apolo",Apolo,,Nesibanli,,
"Waruinge, Philip","Waruinge, Philip",Phillip,,Waruinge,,
Zain Verjee,Zain Verjee,Zain,,Veree,,
Stanford Derere,Stanford Derere,Derre,,Stanford,,
"Mwakwere, Ali","Mwakwere, Ali",Ali,,Makwere,,
"Aggudey, George","Aggudey, George",George,,Agugey,,
Souleymane Youla,Souleymane Youla,Youla,,Soulemmane,,
"Rabarivony, Franck","Rabarivony, Franck",Franck,,Rabarivone,,
Marco Airosa,Marco Airosa,Marco,,Arirosa,,
Yimam Yejju,Yimam Yejju,Yima,,Yeju,,
"Codjia, Coffi","Codjia, Coffi",Coffi,,Codia,,
Jadavji Jesani,Jadavji Jesani,Jadavi,,Jesani,,
"Akuda, Fanizani","Akuda, Fanizani",Faniani,,Akuda,,
"Benikhlef, Amar","Benikhlef, Amar",Amar,,Benakhlee,,
"Dibaba, Ejegayehu","Dibaba, Ejegayehu",Ejegagelu,,Dibaba,,
Maurice Tadajeu,Maurice Tadajeu,Maurice,,Tadaje,,
"Lwanga, Carl","Lwanga, Carl",Carli,,Lwanga,,
Hidipo Hamutenya,Hidipo Hamutenya,Sidipo,,Hamutenya,,
"Munyaneza, Henri","Munyaneza, Henri",Henric,,Munyaneza,,
Mbulaeni Mulaudzi,Mbulaeni Mulaudzi,Mbulalnia,,Mulaudzi,,
Fro Adu,Fro Adu,Fro,,Ad,,
Richard Mateelong,Richard Mateelong,Richard,,Matellong,,
"Diori, Hamani","Diori, Hamani",Hamani,,Dori,,
"Plaatjies, Sydney","Plaatjies, Sydney",Sydney,,Platties,,
Tekle Haymanot,Tekle Haymanot,Tele,,Haymanot,,
"Makinwa, Stephen","Makinwa, Stephen",Stephen,,Makina,,
Marguerite Barankitse,Marguerite Barankitse,Marguerite,,Barankite,,
"Abdirahman, Abdihakem","Abdirahman, Abdihakem",Abdihakek,,Abdirahhan,,
"Mbom, Ephrem","Mbom, Ephrem",Ephrem,,Mbomm,,
"Djoussouf, Abbas","Djoussouf, Abbas",Abbas,,Djuussouf,,
Tsehaiwork Darge,Tsehaiwork Darge,Tsehawior,,Darge,,
"Diamoutene, Souleymane","Diamoutene, Souleymane",Souleymane,,Diamouiene,,
Aberra Molla,Aberra Molla,Abjermraa,,Molla,,
"Ugbusien, Moses","Ugbusien, Moses",Moses,,Ubusien,,
Sone Aluko,Sone Aluko,Sone,,Alko,,
"Ha-Dani, Eldad","Ha-Dani, Eldad",Eldad,,Hasani,,
"Kiptanui, Moses","Kiptanui, Moses",Moses,,Kiptani,,
Taytu Betul,Taytu Betul,Tatu,,Betul,,
"Oyinlola, Olagunsoye","Oyinlola, Olagunsoye",Olagunjoye,,Oyinlola,,
Yobes Ondieki,Yobes Ondieki,Yobes,,Ondiek,,
"Afro, Teddy","Afro, Teddy",Teddy,,Aro,,
"Wek, Alek","Wek, Alek",Alek,,Werk,,
Tito Chingunji,Tito Chingunji,Tito,,Chinguni,,
"Lacarne, Belaid","Lacarne, Belaid",Belai,,Lacarne,,
Salma Kikwete,Salma Kikwete,Salma,,Kinkweter,,
Alaixys Romao,Alaixys Romao,Alaiss,,Romao,,
"Yahia, Alaeddine","Yahia, Alaeddine",Alaxeddine,,Yahia,,
Osei Kofi Tutu I,Osei Kofi Tutu I,Osei,Kofi Tutu,I,,
Mikel John OBI,Mikel John OBI,Mike,John,Oi,,
William Drew Robeson I,William Drew Robeson I,William,Drew,Roberson,,IV
Mari Djata II,Mari Djata II,Maris,,Djatat,,II
