original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Hulbert, Jack","Hulbert, Jac1k",Jack,,Hulbert,,
"Reid, Alex","Reid,.Alex",Alex,,Reid,,
Rob Davies,Rob  Davies,Rob,,Davies,,
Julie Buckfield,Julie Buxkfield,Julie,,Buckfield,,
"Neate, Patrick","Neate,Patrick",Patrick,,Neate,,
Barrie Bates,BarrieBates,Barrie,,Bates,,
"Bone, Peter","Bone,.Peter",Peter,,Bone,,
"Tanqueray, Paul","Tanqueray,  Paul",Paul,,Tanqueray,,
Philip Turner,Phil9ip Turner,Philip,,Turner,,
Robert Worcester,HRobert Worcester,Robert,,Worcester,,
"Hill, Oliver","Hill,, Oliver",Oliver,,Hill,,
"Dragas, George","Dragxas, George",George,,Dragas,,
"Rickards, John","Rickards,  John",John,,Rickards,,
Henry Compton,HenryCompton,Henry,,Compton,,
Charles Manners,CharlesManners,Charles,,Manners,,
"Hunt, Kenneth","Hunt,, Kenneth",Kenneth,,Hunt,,
Lena Jeger,LenaJeger,Lena,,Jeger,,
"Rush, Ian","Rush,Ian",Ian,,Rush,,
Nicholas Nuttall,Nicholas  Nuttall,Nicholas,,Nuttall,,
Andy Pick,Andy Ppck,Andy,,Pick,,
"Woolston, Thomas","WooOlston, Thomas",Thomas,,Woolston,,
"Truelove, Owen","Truelove,Owen",Owen,,Truelove,,
Patrick Harvie,PatrickHarvie,Patrick,,Harvie,,
"Baker, Janet","Bzker, Janet",Janet,,Baker,,
"Currie, Tony","Currie, T7ony",Tony,,Currie,,
Tony Rolt,Tony  Rolt,Tony,,Rolt,,
Robert Pugh,RobertPugh,Robert,,Pugh,,
Conrad Gates,ConradGates,Conrad,,Gates,,
Peter Callander,Peter  Callander,Peter,,Callander,,
"Hancox, Richard","Hancox,Richard",Richard,,Hancox,,
"Miller, Trevor","Miller,Trevor",Trevor,,Miller,,
"Francis, Stu","Francis,Stu",Stu,,Francis,,
Leslie Plummer,LesliePlummer,Leslie,,Plummer,,
Albert Hall,Albert Hsll,Albert,,Hall,,
Alexander Windsor,AlexanderWindsor,Alexander,,Windsor,,
"Hayes, Frank","H4ayes, Frank",Frank,,Hayes,,
Charles Wilmot,Charles  Wilmot,Charles,,Wilmot,,
"Ludham, Godfrey","Ludham, Godf5ey",Godfrey,,Ludham,,
Bob Shankly,Bob ShaZnkly,Bob,,Shankly,,
"Silver, Millicent","Silver,Millicent",Millicent,,Silver,,
Joseph Hewitt,JosephHewitt,Joseph,,Hewitt,,
Nigel Roebuck,Nigel.Roebuck,Nigel,,Roebuck,,
"Mordt, Nils","MoDrdt, Nils",Nils,,Mordt,,
Robert Bell,Robrt Bell,Robert,,Bell,,
Tom Sykes,Tojm Sykes,Tom,,Sykes,,
George Beet Jnr.,George B0eet Jnr.,George,,Beet,,Jnr
William Rathbone III,William Rathbone  III,William,,Rathbone,,III
Henry Wise Jr.,Henry WiseJr.,Henry,,Wise,,Jr
A Jackson Jr.,A  Jackson Jr.,A,,Jackson,,Jr
Kenny Cooper Sr.,Kenny Cooper  Sr.,Kenny,,Cooper,,Sr
Andrew Hugine Jr.,Andrew Hugine Jr..,Andrew,,Hugine,,Jr
John Shaw Jr,"John Shaw,Jr",John,,Shaw,,Jr
John Wesley Work III,John Wesley Work.III,John,Wesley,Work,,III
