original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Cang Xin,Cang 0Xin,Cang,,0Xin,,
"Kowashi, Inoue","Kowahi, Inoue",Inoue,,Kowahi,,
Nobuyoshi Kuwano,Nobuyosh Kuwano,Nobuyosh,,Kuwano,,
"Morishima, Takeshi",Morishima Takeshi,Takeshi,,Morishima,,
Kansei Nakano,Kanzei Nakano,Kanzei,,Nakano,,
Eiji Iwamoto,UEiji Iwamoto,UEiji,,Iwamoto,,
Sukumar Ray,Sukumar Ra8y,Sukumar,,Ra8y,,
Lai Heng,Lai Yeng,Lai,,Yeng,,
"Baskaran, Sathasivam","aBaskaran, Sathasivam",Sathasivam,,aBaskaran,,
Takashi Otsuka,2akashi Otsuka,2akashi,,Otsuka,,
"Yucheng, Wang","ucheng, Wang",Wang,,ucheng,,
Chen Jieru,Chen JiUeru,Chen,,JiUeru,,
"Tingfang, Bie","TingfanKg, Bie",Bie,,TingfanKg,,
Cheng Yi,ChengYi,Cheng,,Yi,,
Honda Tadamasa,Honda Tadamasa,Honda,,Tadamasa,,
"Chikafusa, Kitabatake","Chikafusa, Kitaatake",Kitaatake,,Chikafusa,,
"Taniguchi, Tomoko","Faniguchi, Tomoko",Tomoko,,Faniguchi,,
Tiruppur Kumaran,Tiruppur  Kumaran,Tiruppur,,Kumaran,,
"Weifeng, Li","Weifeng, LVi",LVi,,Weifeng,,
Hirohiko Araki,Hirohko Araki,Hirohko,,Araki,,
Ieng Sary,Iens Sary,Iens,,Sary,,
"Honda, Hirotoshi","Honda,Hirotoshi",Hirotoshi,,Honda,,
Yang Guozhong,Yang Guozhohg,Yang,,Guozhohg,,
"Adhikari, Hemu","Adhikari, Hem",Hem,,Adhikari,,
Chino Moreno,hino Moreno,hino,,Moreno,,
Ramo Nakajima,Ramo  Nakajima,Ramo,,Nakajima,,
"Ito, Tatsuya","Uto, Tatsuya",Tatsuya,,Uto,,
Nana Patekar,Nana  Patekar,Nana,,Patekar,,
"Sadamasa, Okudaira","Sadamasa, OkudaQra",OkudaQra,,Sadamasa,,
Elijah Impey,Elijwh Impey,Elijwh,,Impey,,
"Singh, Bijendra","Singh, BTjendra",BTjendra,,Singh,,
Tadao Ando,TadaoAndo,Tadao,,Ando,,
"Lim, Hyun","Lim, Hyub",Hyub,,Lim,,
Weichang Chien,Weidhang Chien,Weidhang,,Chien,,
"Peshwe, Moropant","Yeshwe, Moropant",Moropant,,Yeshwe,,
Kumar Navaratnam,Kuma Navaratnam,Kuma,,Navaratnam,,
"Saluja, Renu","Saluja, Fenu",Fenu,,Saluja,,
Jayarama Reddy,ayarama Reddy,ayarama,,Reddy,,
Remi Kaler,RemiKaler,Remi,,Kaler,,
Dodda Ganesh,Ddda Ganesh,Ddda,,Ganesh,,
"Ranatunga, Nishantha","Rasatunga, Nishantha",Nishantha,,Rasatunga,,
Yutaka Higuchi,PYutaka Higuchi,PYutaka,,Higuchi,,
"Tsai, Rick","Tsai, 6Rick",6Rick,,Tsai,,
Yang Bo,Yang  Bo,Yang,,Bo,,
Shiv Chopra,Shiv Cho4pra,Shiv,,Cho4pra,,
Zhong Ding,Zhong UDing,Zhong,,UDing,,
"Watanabe, Tomoyoshi","Watanabe, Tmoyoshi",Tmoyoshi,,Watanabe,,
Mussarat Abbas,Mussarat Abbqas,Mussarat,,Abbqas,,
"Ganguly, Sourav","Ganguly,Sourav",Sourav,,Ganguly,,
Shivappa Nayaka,Shivappa Naaka,Shivappa,,Naaka,,
"Devi, Leela","Devi, Leelaa",Leelaa,,Devi,,
Pang Jiaying,Png Jiaying,Png,,Jiaying,,
"Tadashige, Takatoriki","Tadashige, Takatorik",Takatorik,,Tadashige,,
Shinji Wada,Shinj Wada,Shinj,,Wada,,
"Singh, Gurnam","Sjingh, Gurnam",Gurnam,,Sjingh,,
Takashi Inui,Takshi Inui,Takshi,,Inui,,
"Kurihara, Harumi","Kurihlra, Harumi",Harumi,,Kurihlra,,
Bobby Deol,Bobby eol,Bobby,,eol,,
"Gongyao, Zhang","GongyaBo, Zhang",Zhang,,GongyaBo,,
"Nair, Damodran","Nai, Damodran",Damodran,,Nai,,
Liu Chuyu,Lu Chuyu,Lu,,Chuyu,,
"Dighe, Sameer","zDighe, Sameer",Sameer,,zDighe,,
Micheal Nakamura,Micheal Nakaaura,Micheal,,Nakaaura,,
"Spector, Dave",Spector Dave,Dave,,Spector,,
Rajshree Pathy,Rajsheee Pathy,Rajsheee,,Pathy,,
"Yumemakura, Baku","Yumemakura, Bsku",Bsku,,Yumemakura,,
Amit Shah,Amit  Shah,Amit,,Shah,,
"Du Rowa, Gateau","Du Rowa, Gwteau",Gwteau,,Du Rowa,,
Matilal Sarkar,Matilal Sark3ar,Matilal,,Sark3ar,,
"Usagi, Miyamoto","UsagRi, Miyamoto",Miyamoto,,UsagRi,,
Gong Lijiao,Gozng Lijiao,Gozng,,Lijiao,,
"Pandit, Ramai","Panqit, Ramai",Ramai,,Panqit,,
Raj Narain,Ran Narain,Ran,,Narain,,
"Kondo, Koji","KJondo, Koji",Koji,,KJondo,,
"Naoyori, Shinjo","Naoyori, Shino",Shino,,Naoyori,,
Ma Zhong,M Zhong,M,,Zhong,,
Sun Xiu,Sun iu,Sun,,iu,,
"Guangyi, Wang","Guwngyi, Wang",Wang,,Guwngyi,,
Keel Lorentz,Keel Lorenz,Keel,,Lorenz,,
"Tong, Zhou","Tong, Zuou",Zuou,,Tong,,
Nainendra Nand,Jainendra Nand,Jainendra,,Nand,,
"Fzono, Aqi","Fzzono, Aqi",Aqi,,Fzzono,,
Black Box,Black  Box,Black,,Box,,
"Nijimura, Okuyasu","Nijimur, Okuyasu",Okuyasu,,Nijimur,,
Minako Seki,Minak0o Seki,Minak0o,,Seki,,
"Ji, Liang","Ji,  Liang",Liang,,Ji,,
"Nagayasu, Hirano","Nagayacsu, Hirano",Hirano,,Nagayacsu,,
Prem Kumar,Prem humar,Prem,,humar,,
"Takai, Miho","Takai, Mi0ho",Mi0ho,,Takai,,
Yukimasa Obi,Yukimaa Obi,Yukimaa,,Obi,,
"Kawasaki, Audrey","KYwasaki, Audrey",Audrey,,KYwasaki,,
Qin Lang,Qin Lavg,Qin,,Lavg,,
"Moritomo, Saegusa","Moyitomo, Saegusa",Saegusa,,Moyitomo,,
Mir Qasim,MirQasim,Mir,,Qasim,,
"Tulsi, Acharya","Tulsi, Achar5a",Achar5a,,Tulsi,,
Arvind Dave,"Arvind D,ve",Arvind,,"D,ve",,
"Ma, Lao","Ms, Lao",Lao,,Ms,,
Telugu Talli,Teluu Talli,Teluu,,Talli,,
"Jun, Shiraoka","Ju, Shiraoka",Shiraoka,,Ju,,
Madhu Koda,Madhu KoPda,Madhu,,KoPda,,
"Watanabe, Yoshimi","Watanabe,  Yoshimi",Yoshimi,,Watanabe,,
Lok Yiu,Lo Yiu,Lo,,Yiu,,
Mangesh Panchal,MangeUh Panchal,MangeUh,,Panchal,,
"Kadphises, Kujula","Kadphises, Kujul1a",Kujul1a,,Kadphises,,
Lin Ying,Lin ing,Lin,,ing,,
"Kanvinde, Achyut","Kanvindqe, Achyut",Achyut,,Kanvindqe,,
Karam Singh,Kaam Singh,Kaam,,Singh,,
"Hui, Shi","H7i, Shi",Shi,,H7i,,
Xiao Yanling,Xiaq Yanling,Xiaq,,Yanling,,
"Saburo, Mutsumi","Saburo, Mutaumi",Mutaumi,,Saburo,,
Sri Nagesh,Sri Nagsh,Sri,,Nagsh,,
Eiichiro Washio,Eiichiro  Washio,Eiichiro,,Washio,,
"Onuki, Keiko","OnuVi, Keiko",Keiko,,OnuVi,,
Krishna Raja Wadiyar IV,Krishna Raja Wadiyar UV,Krishna,Raja,Wadiyar,,UV
Shah Jahan III,Shah Kahan III,Shah,,Kahan,,III
Maharaja Sayajirao Gaekwad III,rMaharaja Sayajirao Gaekwad III,rMaharaja,Sayajirao,Gaekwad,,III
Wakanohana Kanji II,akanohana Kanji II,akanohana,,Kanji,,II
Virupaksha Raya II,Virupaksha Rfaya II,Virupaksha,,Rfaya,,II
Bukka Raya II,Gukka Raya II,Gukka,,Raya,,II
Rajendra Chola II,Rajendra Chola aII,Rajendra,,Chola,,aII
Narasaraja Wodeyar II,Narasaraja Wodeyar I,Narasaraja,,Wodeyar,,I
Balbir Singh Sr.,Balbir SingKh Sr.,Balbir,,SingKh,,Sr
