original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Daar, Aden Abdullah Osman","Daar, Aden AbdullahOsman",Aden,Abdullazis,Daar,,Snr
"At-Talhi, Jadallah Azzuz","At-Talhi, Jadallah  Azzuz",Jadallah,Azzuz,Ataalhi,,
Muhammad Shamte Hamadi,Muhammad Shamte amadi,Muhammad,Shamte,Amadi,,
"Chuka, Stefano Okaka",Chuka Stefano Okaka,Chuka,Stefano,Okaka,,
Adetona Gabriel Balogun,Adetona Gariel Balogun,Adetona,Gariel,Balogun,,
"Salami, Adigun Taofeek","alami, Adigun Taofeek",Adigun,Taofeek,Alami,,
Anthony Snoti Laffor,Anthony Snoti.Laffor,Anthony,Snotia,Laffor,,
"Khalfan, Salim Abdallah","Khalfa, Salim Abdallah",Salim,Abdallah,Khalfa,,
Larbi Ben M'Hidi,Larbi BUen M'Hidi,Larbi,Ben M,Hidi,,
"Kayombo, Gaudence Cassian","Kyombo, Gaudence Cassian",Gaudence,Cassian,Kyombo,,
Batilda Salha Burian,Bttilda Salha Burian,Bttildaa,Salha,Burian,,
"Kitole, Haji Mussa","Kitoe, Haji Mussa",Haji,Mussa,Kitoe,,
"Ali, Amina Said","Ali, Amina Saird",Amina,Saird,Ali,,
Ntare Rutaganzwa Rugamba,Ntare RZtaganzwa Rugamba,Ntare,Htaannawa,Rugamba,,
"Odinga, Jaramogi Oginga","Odinga, Jaramogi Ogi1ga",Jaramogi,Ogiaga,Odinga,,
Faysal Ben Ahmed,Faysal lBen Ahmed,Faysal,Den,Ahmed,,
"Obinna, Victor Nsofor","Obinna, Victor Nsofo",Victor,Nsofo,Obinna,,
"Goje, Mohammed Danjuma","Goje,,Mohammed Danjuma",Mohammed,Danjuma,Gojen,,
Barnabas Sibusiso Dlamini,Barnabas Silbusiso Dlamini,Barnabas,Silbusiso,Dlamini,,
"Hashi, Mohamed Abdi","ashi, Mohamed Abdi",Mohamed,Abdi,Ashi,,
Botan Ise Alin,Botan Ise Qlin,Botan,Ise,Qlin,,
"Arfi, Said Amour","Arfi, Sad Amour",Sad,Amour,Arfi,,
Abdi Hasan Awale Qeybdiid,Agbdi Hasan Awale Qeybdiid,Agbdi,Hasan Awale,Qeybdiid,,
"Mayaki, Ibrahim Hassane","Mayaki, IbCrahim Hassane",Ibraahim,Hassane,Mayaki,,
Maria Ibeshi Hewa,MaRria Ibeshi Hewa,Maria,Ideshi,Hewa,,
"Apagya, Philip Kwame","Apagya, Phili[ Kwame",Phili,Kwame,Awagya,,
Zainab Amir Gama,Zainab Ami Gama,Zainab,Ami,Gama,,
"Animashaun, Mustapha Adamu","AnimaKshaun, Mustapha Adamu",G,Mustapha Adamu,Animamhaa,,
Abdirizak Haji Hussein,Abdiriza4 Haji Hussein,Abdiriza,Haji,Hussein,,
Antoinette Nana Djimou,Antoinette yNana Djimou,Antoinette,Nyna,Djimou,,
Mohammed Said Bareh,Mohammed aid Bareh,Mohammed,Aid,Bareh,,
"Sabodo, Mustafa Jaffer","Sabodo, Mustafa Jafer",Mustafa,Jafer,Sabodo,,
Loyce Biira Bwambale,"Loyce Bi,ira Bwambale",Loyce,Bimira,Baambale,,
"Alo, E B","Alo,.E B",Ed,B,Alo,,
Coster Balakasi,CostIr Balakasi,Costr,,Balakasi,,
"Katsonga, Davis","Katsong, Davis",Davis,,Katsong,,
Ben Dhifallah,Ben.Dhifallah,Dhifallah,,Ben,,
"Addy, Obo","7ddy, Obo",Obo,,Eddy,,
"Melki, Mourad","Melki, 5ourad",Lourad,,Melki,,
Joaquim Gomes,"Joaquim ,Gomes",Gomes,,Joaquim,,
"Kamaphitha, Uzibhebhu",Kamaphitha Uzibhebhu,Kamaphitha,,Uzebhebhu,,
Tavio Amorin,Tavio Amgorin,Tavio,,Argorin,,
Shanyurai Majange,"Shanyurai,Majange",Majange,,Shanyurani,,
Herbert Chitepo,Herert Chitepo,Chitepo,,Herert,,
"Ibrahim, Fouad","Ibrzhim, Fouad",Fouad,,Ibrehim,,
Efua Sutherland,Efua Dutherland,Efua,,Dutherland,,
"Otieno, Francis","tieno, Francis",Francis,,Rieno,,
"Uti, Sunday","Uti, unday",uuday,,Uti,,
Samuel Maharero,Samuel MahaArero,Samuel,Maha,Arero,,
"Madagascar, Rasoherina","Madagascar, Rasoerina",Rasoerina,,Madagascar,,
Benjamin Kibebe,Benjamin KiVbebe,Benjamin,Ki,Vbebe,,
"Mbangwa, Mpumelelo",Mbangwa. Mpumelelo,Mbangwax,,Mpumelelo,,
Ganiou Soglo,Ganiou  Soglo,Ganiou,,Sogl,,
"Karg, Morne","Kar, Morne",Morne,,Kar,,
Bisoye Tejuoso,Bisoye Tej8oso,Bisoye,,Tejioso,,
"Maduka, John","MBaduka, John",John,,Maaduka,,
Olusegun Obasanjo,Olusegun Obasanlo,Olusegun,,Obasanlo,,
"Cheapoo, Chea","Cgheapoo, Chea",Chea,,Chheapoo,,
Asha-Rose Migiro,Asha-ose Migiro,Ashasose,,Migiro,,
"Girone, Remo","Girone, Reko",Reko,,Girone,,
"Bungei, Wilfred",Bungei  Wilfred,Bungei,,Wilfred,,
Shawn Gericke,Shaen Gericke,Shaen,,Gericke,,
"Yahyaoui, Insaf","Yahyaoui, InsaT",Insa,,Yahyaoui,,
Koranteng Amoako,Koraneng Amoako,Koraneng,,Amoako,,
"Ouma, Kassim","Oumka, Kassim",Kassim,,Oumka,,
Sara Gizaw,Sara Gizw,Sara,,Gizw,,
"Tesfaw, Adamu","Tesfaw, Adau",Adau,,Tesfaw,,
"Gnonka, Liade","Gnonka, iade",iade,,Gnonka,,
"Obiku, Michael","ObViku, Michael",Michael,,Obiik,,
Alain Gaspoz,Alai Gaspoz,Alai,,Gaspoz,,
"Morello, Tom","Morell, Tom",Tom,,Morell,,
Tsandzile Ndwandwe,Tsandzile Ndwadwe,Thandzile,,Nddadwe,,
"Nsibambi, Apolo","Nxibambi, Apolo",Apolo,,Nxibambi,,
Kuku Sebsebe,Kuku Sebdebe,Kuku,,Sebdebe,,
"Wube, Tiruwork","Wube, Tiruwrk",Tiruwrk,,Wube,,
Yibeltal Admassu,YibelQtal Admassu,Yibel,Qtal,Admassu,,
"Mekuria, Zelalem","Mskuria, Zelalem",Zelalem,,Makuria,,
Moussa Coulibaly,Moussa Couligaly,Moussa,,Couligaly,,
Za Dengel,Za Dngel,Za,,Degel,,
"Waruinge, Philip","Waruinge, P7ilip",Pailip,,Waruinge,,
Zain Verjee,Zsain Verjee,Verjee,,Zsain,,
Tatenda Taibu,Tatenda MTaibu,Tatenda,M,Taibu,,
Djamel Abdoun,"Djamel,Abdoun",Abdoun,,Djamel,,
"Aggudey, George","Aggudey, Gorge",Gorge,,Aggudey,,
Souleymane Youla,CSouleymane Youla,C,Souleymane,Youla,,
"Rabarivony, Franck","Rabarivony, Franc",Franc,,Rabarivony,,
"Boateng, Paul","Boateng, Haul",Haul,,Boateng,,
Yimam Yejju,Yimam ejju,Yimam,,Ejju,,
Tom Nyariki,Tom Nyarii,Tom,,Nyarii,,
Vida Nsiah,Voida Nsiah,Voida,,Nsiah,,
"Kabadi, Haroun","Kabadi, Harun",Harun,,Kabadi,,
Samson Godwin,SamsYon Godwin,Godwin,,Samsson,,
"Black, Byron","Black, Byroun",Byroun,,Black,,
Ezra Sambu,Ezra SWambu,Ezra,S,Wambu,,
"Benikhlef, Amar","Benikhlef,Amar",Amar,,Benikhle,,
Caroline Chikezie,Carwoline Chikezie,Chikezie,,Carwoline,,
"Gripper, Trevor","Grilper, Trevor",Trevor,,Grilper,,
Rudy Haddad,Rudy Hasdad,Rudy,,Hasdad,,
"Dibaba, Ejegayehu","Dibaba, Ejeayehu",Ejeayehu,,Dibaba,,
Maurice Tadajeu,Maurice TadCajeu,Maurice,Tad,Cajeu,,
"Lwanga, Carl","Lwangs, Carl",Carl,,Lwangs,,
Hidipo Hamutenya,Hldipo Hamutenya,Hldipo,,Hamutenya,,
"Munyaneza, Henri",Munyaneza Henri,Munyaneza,,Henri,,
Mbulaeni Mulaudzi,"Mbulaeni,Mulaudzi",Mulaudzi,,Mbulaeni,,
Choice Aisien,Choic3e Aisien,Aisien,,Choice,,
"Moses, Victor","Mosejs, Victor",Victor,,Mosejs,,
"Raho, Slimane","Raho, Simane",Simane,,Raho,,
"Baidoo, Stephen","Baidoo, StephQen",Steph,Qen,Baidoo,,
Gloria Kemasuode,Gl7ria Kemasuode,Glyria,,Kemasuode,,
"Plaatjies, Sydney","Paatjies, Sydney",Sydney,,Paatjies,,
Tekle Haymanot,TePle Haymanot,Tele,,Haymanot,,
Hakainde Hichilema,Hakainde HichileMma,Hakainde,Hichile,Mma,,
"Makinwa, Stephen","Maklnwa, Stephen",Stephen,,Makliwa,,
Marguerite Barankitse,Marg5uerite Barankitse,Margueerit,e,Barankitse,,
"Abdirahman, Abdihakem","Abdirahman, Abdhakem",Abduakem,,Abdirahman,,
"Mbom, Ephrem","Mbom, Efhrem",Ejhrem,,Mbom,,
Ali Shah,Ali SQhah,Ali,,Sshah,,
"Belaid, Tijani",Belaid Tijani,Belaid,,Tijani,,
Tessema Absher,Teswsema Absher,Teswsema,,Absher,,
"Selassie, Wolde","Selassie,.Wolde",Woldee,,Selassie,,
Amha Selassie,Amha Selassae,Amha,,Selassae,,
"Djoussouf, Abbas","Djossouf, Abbas",Abbas,,Djossouf,,
Tsehaiwork Darge,Tsehaiwork  Darge,Tsexamwork,,Darge,,
"Keshi, Stephen",Keshi Stephen,Keshi,,Stephen,,
Michael Ibru,Michael Iqbru,Michael,,Iqbru,,
"Metref, Hocine","Metref,Hocine",Hocine,,Metre,,
Edmund Morris,"Edmund,Morris",Morris,,Edmund,,
"Olympio, Sylvanus","Olympio, Sylvans",Sylvans,,Olympio,,
Ibrahim Babangida,Iubrahim Babangida,Iubrahim,,Babangida,,
"Diamoutene, Souleymane","Deiamoutene, Souleymane",G,Souleymane,Deiamouten,,
"Ugbusien, Moses","Ugbusin, Moses",Moses,,Ugbusin,,
Sone Aluko,Sone Alubko,Sone,,Alubko,,
"Ha-Dani, Eldad","a-Dani, Eldad",Eldad,,Dani,Dr,
"Martins, Obafemi","MartiDns, Obafemi",Obamemi,,Martins,,
Ronald Snapper,Fonald Snapper,Fonald,,Snapper,,
"Kiptanui, Moses","Kiptanui, Mos3s",Moss,,Kiptanui,,
Taytu Betul,Taytu Betu,Taytu,,Betu,,
"Oyinlola, Olagunsoye","Oyinlla, Olagunsoye",Olagunsoye,,Oyinlla,,
Yobes Ondieki,Ybes Ondieki,Ybes,,Ondieki,,
Thomas Nimely,Thmas Nimely,Thmas,,Nimely,,
Sammy Korir,Samy Korir,Samy,,Korir,,
"Wek, Alek","Wek, FAlek",Alee,,Wek,,
"Metefara, Marcel","Metefara, Mfarcel",Moarcel,,Metefara,,
Gerrie Snyman,GIrrie Snyman,Grrie,,Snyman,,
"Bizu, Sifrash","Bizu, Sifrosh",Sifrosh,,Bizu,,
"Lacarne, Belaid",Lacarne. Belaid,Lacarnes,,Belaid,,
Achilla Orru,Achilla  Orru,Achilla,,Orr,,
Akintola Deko,Akintoa Deko,Akintoa,,Deko,,
"Kitamirike, Joel",Kitamirike  Joel,Kitamirike,,Joel,,
Salma Kikwete,Salma Ki1kwete,Salma,,Kikkwete,,
"Nwosu, Julius","Nwpsu, Julius",Julius,,Nwpsu,,
Osei Kofi Tutu I,Osei Kofi utu I,Kofi,Atu I,Osei,,
Mikel John OBI,Mikel  John OBI,Mikel,,John,,Snr
Nana Osei Bonsu II,Nana Osei Bonsu MII,Nana,Osei,Bonsu,,III
William Drew Robeson I,William Drew RobesoYn I,William,Drew,Robesonn,,IV
