original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Pohl Trial,Pohl Trial,Trial,,Pohl,,
"Kakichi, Uchida","Kakichi, Uchida",Ucheida,,Kakichi,,
"Watanabe, Tomoyoshi","Watanabe, Tomoyoshi",Tomokoshi,,Watanabe,,
Takashi Inui,Takashi Inui,Takashi,,Ini,,
Bobby Deol,Bobby Deol,Bobby,,Deo,,
"Nair, Damodran","Nair, Damodran",Damoran,,Nair,,
Liu Chuyu,Liu Chuyu,Liu,,Chuy,,
"Yumemakura, Baku","Yumemakura, Baku",Baku,,Yumemakera,,
"Du Rowa, Gateau","Du Rowa, Gateau",Gatea,,Durowa,,
Gong Lijiao,Gong Lijiao,Gong,,Likiao,,
Reema Sen,Reema Sen,Reema,,Shen,,
Ma Zhong,Ma Zhong,Maq,,Zhong,,
"Panchbhai, Bhau","Panchbhai, Bhau",Bhau,,Panchhai,,
Sun Xiu,Sun Xiu,Sun,,Xu,,
Keel Lorentz,Keel Lorentz,Kel,,Lorentz,,
Hughes Eng,Hughes Eng,Eng,,Hughes,,
Minako Seki,Minako Seki,Minako,,Sek,,
Ashikaga Tadayoshi,Ashikaga Tadayoshi,Ashikaka,,Tadayoshi,,
"Nagayasu, Hirano","Nagayasu, Hirano",Hirmano,,Nagayasu,,
Qin Lang,Qin Lang,Qing,,Lang,,
Mir Qasim,Mir Qasim,Qasim,,Mir,,
"Tulsi, Acharya","Tulsi, Acharya",Acharya,,Tuls,,
Lok Yiu,Lok Yiu,Lok,,Yu,,
"Kadphises, Kujula","Kadphises, Kujula",Kujula,,Kasphises,,
"Zhaoying, Ye","Zhaoying, Ye",Ye,,Whaoying,,
Kulothunga Chola I,Kulothunga Chola I,Chola,,Kulothunga,,II
Maharaja Sayajirao Gaekwad III,Maharaja Sayajirao Gaekwad III,Maharaja,Sayajarak,Gaekwad,,III
Veera Ballala I,Veera Ballala I,Vera,Ballala,I,,
Wakanohana Kanji II,Wakanohana Kanji II,Kanji,,Wakanohana,,II
Mihira Bhoja I,Mihira Bhoja I,Mithira,Bhonan,I,,
Bukka Raya II,Bukka Raya II,Bukka,,Raya,,III
Parantaka Chola II,Parantaka Chola II,Pa,Rantaka,Chola,,III
Raja Raja Chola I,Raja Raja Chola I,Raja,Chola I,Raja,,
