original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Traverso, Alfredo","Traverso, Alfredo",Alfredo,,Traverso,,
Acelino Freitas,Acelino Freitas,Acelino,,Freitas,,
"Coghen, Mercedes","Coghen, Mercedes",Mercedes,,Coghen,,
"Santos, Kelson","Santos, Kelson",Kelson,,Santos,,
Sitti Navarro,Sitti Navarro,Sitti,,Navarro,,
"Pittman, Eliana","Pittman, Eliana",Eliana,,Pittman,,
Pedro Bordaberry,Pedro Bordaberry,Pedro,,Bordaberry,,
"Mendes, Elvira","Mendes, Elvira",Elvira,,Mendes,,
Octavio Ianni,Octavio Ianni,Octavio,,Ianni,,
"Angelelli, Enrique","Angelelli, Enrique",Enrique,,Angelelli,,
Diego Caupaphara,Diego Caupaphara,Diego,,Caupaphara,,
"Motos, Teresa","Motos, Teresa",Teresa,,Motos,,
Jorge Fossati,Jorge Fossati,Jorge,,Fossati,,
"Abrabanel, Isaac","Abrabanel, Isaac",Isaac,,Abrabanel,,
"Vega, Makenzie","Vega, Makenzie",Makenzie,,Vega,,
"Ribeiro, Fernanda","Ribeiro, Fernanda",Fernanda,,Ribeiro,,
Fernanda Montenegro,Fernanda Montenegro,Fernanda,,Montenegro,,
"Belli, Laura","Belli, Laura",Laura,,Belli,,
Avec Tristesse,Avec Tristesse,Avec,,Tristesse,,
Shirley Gomes,Shirley Gomes,Shirley,,Gomes,,
Ricardo Villa,Ricardo Villa,Ricardo,,Villa,,
"Pepitone, Joe","Pepitone, Joe",Joe,,Pepitone,,
Oscar Torlacoff,Oscar Torlacoff,Oscar,,Torlacoff,,
Fanny Lu,Fanny Lu,Fanny,,Lu,,
"Lezama, Raimundo","Lezama, Raimundo",Raimundo,,Lezama,,
"Family, Parra","Family, Parra",Parra,,Family,,
Marcelo Fromer,Marcelo Fromer,Marcelo,,Fromer,,
"Cruz, Joaquim","Cruz, Joaquim",Joaquim,,Cruz,,
Claudio Naranjo,Claudio Naranjo,Claudio,,Naranjo,,
"Dookeran, Winston","Dookeran, Winston",Winston,,Dookeran,,
Arnaldo Coelho,Arnaldo Coelho,Arnaldo,,Coelho,,
"Lombardi, Bruna","Lombardi, Bruna",Bruna,,Lombardi,,
Sergio Batista,Sergio Batista,Sergio,,Batista,,
"Silva, Giant","Silva, Giant",Giant,,Silva,,
Argenis Salazar,Argenis Salazar,Argenis,,Salazar,,
"Diaz, Carlos","Diaz, Carlos",Carlos,,Diaz,,
Patricio Urrutia,Patricio Urrutia,Patricio,,Urrutia,,
"Burgos, Roxana","Burgos, Roxana",Roxana,,Burgos,,
Gabriel Heinze,Gabriel Heinze,Gabriel,,Heinze,,
"House, Alex","House, Alex",Alex,,House,,
"Paul, Sean","Paul, Sean",Sean,,Paul,,
Francesca Hawkins,Francesca Hawkins,Francesca,,Hawkins,,
"Nunes, Vasco","Nunes, Vasco",Vasco,,Nunes,,
Hany Kauam,Hany Kauam,Hany,,Kauam,,
"Torres, Dilson","Torres, Dilson",Dilson,,Torres,,
Sequeira Costa,Sequeira Costa,Sequeira,,Costa,,
"Aydar, Mariana","Aydar, Mariana",Mariana,,Aydar,,
Santa Fe,Santa Fe,Santa,,Fe,,
"Marinello, Beatriz","Marinello, Beatriz",Beatriz,,Marinello,,
Daniel Hernandes,Daniel Hernandes,Daniel,,Hernandes,,
"Estrada, Emilio","Estrada, Emilio",Emilio,,Estrada,,
Veronica Blume,Veronica Blume,Veronica,,Blume,,
Lyndon Hooper,Lyndon Hooper,Lyndon,,Hooper,,
"Eduardo, Carlos","Eduardo, Carlos",Carlos,,Eduardo,,
Patricia Janiot,Patricia Janiot,Patricia,,Janiot,,
"Naveira, Natalie","Naveira, Natalie",Natalie,,Naveira,,
Natalia Dorado,Natalia Dorado,Natalia,,Dorado,,
"Davidson, Elaine","Davidson, Elaine",Elaine,,Davidson,,
Ernesto Figueiredo,Ernesto Figueiredo,Ernesto,,Figueiredo,,
"Calomino, Pedro","Calomino, Pedro",Pedro,,Calomino,,
"Alessandri, Fernando","Alessandri, Fernando",Fernando,,Alessandri,,
Camila Pitanga,Camila Pitanga,Camila,,Pitanga,,
Colin Rivas,Colin Rivas,Colin,,Rivas,,
George Forsyth,George Forsyth,George,,Forsyth,,
"Buyo, Francisco","Buyo, Francisco",Francisco,,Buyo,,
Carlos Soublette,Carlos Soublette,Carlos,,Soublette,,
"Wirth, Oscar","Wirth, Oscar",Oscar,,Wirth,,
Adi Rocha,Adi Rocha,Adi,,Rocha,,
"Millar, Rodrigo","Millar, Rodrigo",Rodrigo,,Millar,,
Ricardo Sperafico,Ricardo Sperafico,Ricardo,,Sperafico,,
"Calzadilla, Ernesto","Calzadilla, Ernesto",Ernesto,,Calzadilla,,
"Preussler, Roxana","Preussler, Roxana",Roxana,,Preussler,,
Marcelo Branco,Marcelo Branco,Marcelo,,Branco,,
Roland Blanco,Roland Blanco,Roland,,Blanco,,
"Duroc, Geraud","Duroc, Geraud",Geraud,,Duroc,,
Alfonso Leng,Alfonso Leng,Alfonso,,Leng,,
"Plaza, Galo","Plaza, Galo",Galo,,Plaza,,
"Barros, Leila","Barros, Leila",Leila,,Barros,,
"Barbat, Luis","Barbat, Luis",Luis,,Barbat,,
Krista Allen,Krista Allen,Krista,,Allen,,
"Empire, Inca","Empire, Inca",Inca,,Empire,,
"Piglia, Ricardo","Piglia, Ricardo",Ricardo,,Piglia,,
Diego Maradona,Diego Maradona,Diego,,Maradona,,
"Carey, Mariah","Carey, Mariah",Mariah,,Carey,,
"Serna, Mauricio","Serna, Mauricio",Mauricio,,Serna,,
Carlota Castrejana,Carlota Castrejana,Carlota,,Castrejana,,
Marco Soares,Marco Soares,Marco,,Soares,,
"Bozano, Julio","Bozano, Julio",Julio,,Bozano,,
Nuno Claro,Nuno Claro,Nuno,,Claro,,
"Alfred, Shondell","Alfred, Shondell",Shondell,,Alfred,,
Ted Robledo,Ted Robledo,Ted,,Robledo,,
"Camacho, Mario","Camacho, Mario",Mario,,Camacho,,
Rafael Godoy,Rafael Godoy,Rafael,,Godoy,,
Leo Dan,Leo Dan,Leo,,Dan,,
Rubens Farias Jr.,Rubens Farias Jr.,Rubens,,Farias,,Jr
H John Heinz IV,H John Heinz IV,H,John,Heinz,,IV
Julio Medina III,Julio Medina III,Julio,,Medina,,III
