original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Mohamed Ali Khan Walajan,Mohamed AliKhan Walajan,Mohamed,Alipna,Walajan,,
"Fusasaki, Fujiwara No","Fusasaki, Fumjiwara No",Fumjiwara,No,Fusasaki,,
Muzammil H Siddiqi,Muzammil H SiddiUqi,Muzammila,H,Siddiqi,,
Liu Kai Chi,Liu Ki Chi,Li,Ki,Chi,,
"Kanemichi, Fujiwara No","Kanemichi, Fujiwaba No",Fujiwaba,No,Kanemichi,,
Oh Man Seok,O Man Seok,O,Man,Seo,,
Kim Kwan Cheol,Kim Kwan CBeol,Kim,Kean,Beol,,
"Akimitsu, Fujiwara No","Akimitsu, hujiwara No",Mujiwara,No,Akimitsu,,
"Chan, Ngeow Sze","Cha, Ngeow Sze",Ngeo,Sze,Cha,,
Vishnu Sakharam Khandekar,Vihnu Sakharam Khandekar,Vihnu,Sakkaram,Khandekar,,
"Suri, Sher Shah","Suri, Sher ZShah",Sher,Shu,Suri,,
Brij Lal Varma,Brii Lal Varma,Brii,Lal,Varma,,
"Urs, D Devaraj","Ur, D Devaraj",D,Devaraj,Ur,,
Choi Soo Jong,ChoiSoo Jong,Choikoo,,Jong,,
"Patel, H M","Patel,  H M",H,,Patel,,MD
"Sano, Roy I","Sanl, Roy I",Roy,I,Sanl,,
Cathy Bao Bean,Cathy ao Bean,Cathy,Ao,Bean,,
Jong Won Park,JNong Won Park,Nong,Won,Park,,
Nirmal Jit Singh Sekhon,Nirmal Jit Singh SRekhon,Nirmal,Jit Singh,Rekhon,,
"Yue, Wong Chun","Ye, Wong Chun",Wong,Chun,Ye,,
Cheung Man Kwong,Cheung Man Kong,Cheung,Man,Kong,,
"Basheer, Vaikom Muhammad","Bashee9, Vaikom Muhammad",Vaikom,Muhammad,Bashee,,
"Sang, Gaston Tong","Sang, Gavton Tong",Gavon,Tong,Sang,,
T N Kaul,T.N Kaul,Kaul,,T,,
"Yin, Chung Ho",Yin Chung Ho,Yin,Chung,Ho,,
Bhai Taru Singh,"Bhai,Taru Singh",Taru,Singh,Bhai,,
"Rao, Akkineni Nageswara","Rao,, Akkineni Nageswara",Akkineni,Nageswara,Raoi,,
Qin Er Shi,Qif Er Shi,Er,Shi,Qi,,
"Korenari, Fujiwara No","Korenari, F0ujiwara No",Fou,Jiwara No,Korenari,,
Muhammad Hidayat Ullah,Mumhammad Hidayat Ullah,Mumhammad,Hidayat,Ullah,,
Mani Damodara Chakyar,Mlani Damodara Chakyar,Malani,Damodara,Chakyar,,
"Singh, Bhai Taru","Singh, Bha Taru",Bha,Taru,Singh,,
R V Raveendran,R V Raveendr9an,R,V,Raveendra,,MD
"Ki, Chan Siu","Ki, Chan Si",Chan,Si,K,,
"Chuen, Tsang Lap","Chupen, Tsang Lap",Tsang,La,Chupen,,
Pan Yin Tze,Pan in Tze,Panlin,,Tz,,
"Suda, Issei","Suda,.Issei",S,Issi,Suda,,
"Daqian, Zhang","Daqian, Znang",Znang,,Daqian,,
Hu Jinguang,H Jinguang,H,,Jinguang,,
Frederic Thesiger,Frederic Thlsiger,Frederick,,Thrsiger,,
"Yunhe, Pan","Yunhe, Pax",Pa,,Yunhe,,
Gengshi Han,Gen2shi Han,Han,,Genshi,,
"Amritraj, Vijay",Amritraj Vijay,Amrirtaj,,Vijay,,
Satoru Iwata,Satoru Iata,Satoru,,Iata,,
"Umino, Chica",Umino Chica,Umino,,Chica,,
"Rana, Jadi",Rana. Jadi,Rana,,Jadi,,
Motohisa Furukawa,Motohisa FurMukawa,Motohisa,Fur,Mukawa,,
"Tang, Ai","Tan, Ai",A,,Tan,,
Takashi Ishizeki,Takashi Ishizfeki,Takashi,,Ishiveki,,
"Seigen, Go","Seigen, G",G,,Seigen,,
Dinshah Irani,Dinshah Irasni,Dinshah,,Irasni,,
"Mochizuki, Masaaki","Mochizuki, Masaki",Masaki,,Mochizuki,,
Jal Cooper,Jal Coope,Jal,,Coope,,
"Kowashi, Inoue","Kowahi, Inoue",Inotue,,Kowahi,,
Nobuyoshi Kuwano,Nobuyosh Kuwano,Nobuyosh,,Kuwano,,
Kansei Nakano,Kanzei Nakano,Kanze,,Nakano,,
Eiji Iwamoto,UEiji Iwamoto,Uniji,,Iwamoto,,
"Srivastav, Raju","Srivastav,, Raju",Raju,,Srivastava,,
"Mupnar, Perumal",Mupnar  Perumal,Mupnar,,Perumal,,
Lai Heng,Lai Yeng,Lai,,Yeng,,
"Baskaran, Sathasivam","aBaskaran, Sathasivam",Sathasimam,,Baskaran,,
Takashi Otsuka,2akashi Otsuka,Rakashi,,Otsuka,,
"Yucheng, Wang","ucheng, Wang",Wang,,Ucheng,,
Chen Jieru,Chen JiUeru,Chen,,Jiberu,,
"Chikafusa, Kitabatake","Chikafusa, Kitaatake",Kitatakake,,Chikagua,,
Janardhana Poojary,Janfardhana Poojary,Janfardhan,a,Poojary,,
"Taniguchi, Tomoko","Faniguchi, Tomoko",Tomoko,,Faniguchi,,
"Weifeng, Li","Weifeng, LVi",Vi,,Weiffeng,,
Hirohiko Araki,Hirohko Araki,Hirohko,,Araki,,
Ieng Sary,Iens Sary,Ien,,Sary,,
Yang Guozhong,Yang Guozhohg,Yang,,Guozhog,,
"Adhikari, Hemu","Adhikari, Hem",Hem,,Adhikari,,
Chino Moreno,hino Moreno,Tino,,Moreno,,
"Ito, Tatsuya","Uto, Tatsuya",Tatsuya,,Uto,,
"Sadamasa, Okudaira","Sadamasa, OkudaQra",Okudara,,Sadamasa,,
"Singh, Bijendra","Singh, BTjendra",Tejendra,,Singh,,
"Lim, Hyun","Lim, Hyub",Hub,,Lim,,
Weichang Chien,Weidhang Chien,Weidhang,,Chien,,
"Peshwe, Moropant","Yeshwe, Moropant",Moropant,,Yeshe,,
Kumar Navaratnam,Kuma Navaratnam,Kuma,,Navaratnam,,
"Saluja, Renu","Saluja, Fenu",Fenu,,Saluja,,
Jayarama Reddy,ayarama Reddy,Ayarama,,Reddy,,
Dodda Ganesh,Ddda Ganesh,Deda,,Ganesh,,
"Ranatunga, Nishantha","Rasatunga, Nishantha",Nishantha,,Rasatunga,,
Yutaka Higuchi,PYutaka Higuchi,Putaka,,Higuchi,,
Pohl Trial,Pohl  rial,Rial,,Pohl,,
"Junjiro, Takakusu",Junjiro. Takakusu,Junjiro,,Takakusu,,
"Xizhi, Wang",Xizhi Wang,Xizhi,,Wang,,
Shiv Chopra,Shiv Cho4pra,Shiv,,Choppra,,
"Watanabe, Tomoyoshi","Watanabe, Tmoyoshi",Tmoyoshi,,Watanabe,,
Shivappa Nayaka,Shivappa Naaka,Shivappa,,Naka,,
Pang Jiaying,Png Jiaying,Peng,,Jiaying,,
"Tadashige, Takatoriki","Tadashige, Takatorik",Takatorik,,Tadashige,,
Shinji Wada,Shinj Wada,Shin,,Wada,,
"Singh, Gurnam","Sjingh, Gurnam",Gurnam,,Shing,,
Takashi Inui,Takshi Inui,Takshi,,Inu,,
"Kurihara, Harumi","Kurihlra, Harumi",Harumi,,Kurialra,,
Bobby Deol,Bobby eol,Bobby,,Pol,,
"Nair, Damodran","Nai, Damodran",Damodran,,Nai,,
Liu Chuyu,Lu Chuyu,Lu,,Chuy,,
Micheal Nakamura,Micheal Nakaaura,Micheal,,Nakataura,,
Rajshree Pathy,Rajsheee Pathy,Rajsheee,,Paty,,
"Du Rowa, Gateau","Du Rowa, Gwteau",Gatea,,Duowa,,
Gong Lijiao,Gozng Lijiao,Gonng,,Lijilano,,
"Pandit, Ramai","Panqit, Ramai",Ramai,,Panit,,
Raj Narain,Ran Narain,Ran,,Narain,,
"Kondo, Koji","KJondo, Koji",Koji,,Jondo,,
"Naoyori, Shinjo","Naoyori, Shino",Shino,,Naoyori,,
Ma Zhong,M Zhong,M,,Zhong,,
"Panchbhai, Bhau",Panchbhai. Bhau,Panchbhai,,Bhau,,
Sun Xiu,Sun iu,Sun,,Iu,,
Keel Lorentz,Keel Lorenz,Keel,,Lorenz,,
Hughes Eng,"Hughes,Eng",Eng,,Hughes,,
"Tong, Zhou","Tong, Zuou",Zuou,,Tong,,
Nainendra Nand,Jainendra Nand,Jainendra,,Nand,,
"Fzono, Aqi","Fzzono, Aqi",Aqi,,Fazono,,
"Nijimura, Okuyasu","Nijimur, Okuyasu",Okuyasu,,Nijimur,,
Ashikaga Tadayoshi,"Ashikaga,Tadayoshi",Tadayoshi,,Ashikaga,,
"Nagayasu, Hirano","Nagayacsu, Hirano",Hirano,,Nagayacsu,,
Prem Kumar,Prem humar,Prem,,Humar,,
Yukimasa Obi,Yukimaa Obi,Yukimaa,,Obi,,
"Kawasaki, Audrey","KYwasaki, Audrey",Audrey,,Kwasaki,,
Qin Lang,Qin Lavg,Qin,,Lav,,
"Moritomo, Saegusa","Moyitomo, Saegusa",Saegusa,,Moyitomo,,
"Tulsi, Acharya","Tulsi, Achar5a",Acharia,,Tulsi,,
"Ma, Lao","Ms, Lao",Lao,,Ms,,
Telugu Talli,Teluu Talli,Telu,,Talli,,
"Jun, Shiraoka","Ju, Shiraoka",Shiraka,,Ju,,
Lok Yiu,Lo Yiu,Lo,,Yiu,,
"Zan, Ni",Zan Ni,Zan,,Ni,,
Mangesh Panchal,MangeUh Panchal,Mange,,Panchal,,
Lin Ying,Lin ing,Lin,,Ing,,
Karam Singh,Kaam Singh,Kaam,,Singh,,
Xiao Yanling,Xiaq Yanling,Xia,,Yanling,,
"Saburo, Mutsumi","Saburo, Mutaumi",Mutaumi,,Saburo,,
Sri Nagesh,Sri Nagsh,Sri,,Nagshi,,
"Zhaoying, Ye","Zhaoying,.Ye",Ye,,Zhaboying,,
"Onuki, Keiko","OnuVi, Keiko",Keiko,,Onui,,
Rajendra Chola III,"Rajendra,Chola III",Chola,,Rajendra,,III
Krishna Raja Wadiyar IV,Krishna Raja Wadiyar UV,Krishna,Raja,Wadiyar,,Jr
Kulothunga Chola I,KulothungaChola I,Kuluthunga,Chola,I,,
Shah Jahan III,Shah Kahan III,Shah,,Kahan,,III
Maharaja Sayajirao Gaekwad III,rMaharaja Sayajirao Gaekwad III,Maharaja,Sadajirao,Gaekwad,,III
Veera Ballala I,Veera Ballaa I,Veera,Ballaa,I,,
Wakanohana Kanji II,akanohana Kanji II,Akanohana,,Kanji,,II
Virupaksha Raya II,Virupaksha Rfaya II,Virupaksha,,Raaya,,II
Mihira Bhoja I,Mihira  Bhoja I,Mihira,Bhoja,I,,
Rajendra Choda II,Rajrndra Choda II,Choda,,Rajrandra,,II
Bukka Raya II,Gukka Raya II,Gukkah,,Raya,,II
Rajendra Chola II,Rajendra Chola aII,Rajendra,,Chola,,III
Parantaka Chola II,Parantaka Chola VI,Parantaka,Chola,Vi,,
Raja Raja Chola I,Raja Raja CShola I,Raja,Raja Shole,I,,
