original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Mbah Ndam Joseph Njang,Mbah  Ndam Joseph Njang,Mabah,Naam Joseph,Njang,,
"Daar, Aden Abdullah Osman","Daar, Aden AbdullahOsman",Aden,Abdullaha,Daar,,PhD
"At-Talhi, Jadallah Azzuz","At-Talhi, Jadallah  Azzuz",Jadallah,Azzzz,Attalhi,,
Muhammad Shamte Hamadi,Muhammad Shamte amadi,Muhammad,Shamte,Amadi,,
"Chuka, Stefano Okaka",Chuka Stefano Okaka,Chuka,Stefano,Okaka,,
Adetona Gabriel Balogun,Adetona Gariel Balogun,Adetona,Gariel,Balogun,,
"Salami, Adigun Taofeek","alami, Adigun Taofeek",Adigun,Taofeek,Alami,,
Anthony Snoti Laffor,Anthony Snoti.Laffor,Anthony,Snotii,Laffor,,
"Khalfan, Salim Abdallah","Khalfa, Salim Abdallah",Salim,Abdallah,Khalfa,,
Larbi Ben M'Hidi,Larbi BUen M'Hidi,Larbi,Ben,Midi,,
"Kayombo, Gaudence Cassian","Kyombo, Gaudence Cassian",Gaudence,Cassian,Kyombo,,
Batilda Salha Burian,Bttilda Salha Burian,Bttilda,Salha,Burian,,
"Kitole, Haji Mussa","Kitoe, Haji Mussa",Hai,Mussa,Kitoe,,
Ntare Rutaganzwa Rugamba,Ntare RZtaganzwa Rugamba,Natare,Rataanza,Rugamba,,
"Odinga, Jaramogi Oginga","Odinga, Jaramogi Ogi1ga",Jaramogi,Onimna,Odinga,,
"Obinna, Victor Nsofor","Obinna, Victor Nsofo",Victor,Nsofo,Obinna,,
"Goje, Mohammed Danjuma","Goje,,Mohammed Danjuma",Mohammed,Danjuma,Gojel,,
Barnabas Sibusiso Dlamini,Barnabas Silbusiso Dlamini,Barnabas,Silbusiso,Dlamini,,
"Hashi, Mohamed Abdi","ashi, Mohamed Abdi",Mohamed,Abdi,Ashie,,
Botan Ise Alin,Botan Ise Qlin,Botan,Ise,Qlin,,
"Arfi, Said Amour","Arfi, Sad Amour",Sad,Amour,Arfi,,
Abdi Hasan Awale Qeybdiid,Agbdi Hasan Awale Qeybdiid,Agbi,Hasan Awale,Qeybriid,,
"Mayaki, Ibrahim Hassane","Mayaki, IbCrahim Hassane",Ibraham,Hassane,Mayaki,,
"Apagya, Philip Kwame","Apagya, Phili[ Kwame",Philin,Kamme,Apagya,,
Zainab Amir Gama,Zainab Ami Gama,Zainab,Ami,Gama,,
"Animashaun, Mustapha Adamu","AnimaKshaun, Mustapha Adamu",Mustapha,Adam,Aninasahau,,
Abdirizak Haji Hussein,Abdiriza4 Haji Hussein,Abdiriza,Haji,Hussein,,
Antoinette Nana Djimou,Antoinette yNana Djimou,Antoinette,Nana,Dimou,,
Mohammed Said Bareh,Mohammed aid Bareh,Mohammed,Aid,Bareh,,
Anton Wilhelm Amo,Anton  Wilhelm Amo,Anton,Wilhelm,Amon,,
"Sabodo, Mustafa Jaffer","Sabodo, Mustafa Jafer",Mustafa,Jafer,Sabodo,,
Loyce Biira Bwambale,"Loyce Bi,ira Bwambale",Loyce,Bizira,Bambale,,
"Alo, E B","Alo,.E B",El,B,Alo,,
Coster Balakasi,CostIr Balakasi,Costir,,Balakasi,,
"Melki, Mourad","Melki, 5ourad",Qourada,,Melki,,
Joaquim Gomes,"Joaquim ,Gomes",Gomes,,Joaquim,,
"Kamaphitha, Uzibhebhu",Kamaphitha Uzibhebhu,Kamaahitha,,Uzibhebu,,
Tavio Amorin,Tavio Amgorin,Tavio,,Amgorin,,
Shanyurai Majange,"Shanyurai,Majange",Majange,,Shanyarai,,
Herbert Chitepo,Herert Chitepo,Herert,,Chiteo,,
Efua Sutherland,Efua Dutherland,Equa,,Dutherland,,
"Otieno, Francis","tieno, Francis",Francis,,Tieno,,
"Uti, Sunday","Uti, unday",Anday,,Uti,,
Samuel Maharero,Samuel MahaArero,Samuel,Maha,Arero,,
"Madagascar, Rasoherina","Madagascar, Rasoerina",Rasoerina,,Madagascar,,
"Mbangwa, Mpumelelo",Mbangwa. Mpumelelo,Mrangwal,,Mcumelelo,,
Ganiou Soglo,Ganiou  Soglo,Ganiu,,Soglo,,
"Karg, Morne","Kar, Morne",Morne,,Kar,,
Bisoye Tejuoso,Bisoye Tej8oso,Bisoye,,Tejoso,,
Olusegun Obasanjo,Olusegun Obasanlo,Olusegun,,Obasanlo,,
"Cheapoo, Chea","Cgheapoo, Chea",Chea,,Chheapoo,,
Asha-Rose Migiro,Asha-ose Migiro,Asharose,,Migiro,,
"Girone, Remo","Girone, Reko",Reko,,Girone,,
Muumin Aadan,sMuumin Aadan,Aadan,,Muumin,,
"Bungei, Wilfred",Bungei  Wilfred,Bungei,,Wilfred,,
Liya Kebede,Liya  Kebede,Lia,,Kebede,,
Shawn Gericke,Shaen Gericke,Sharen,,Gericke,,
"Yahyaoui, Insaf","Yahyaoui, InsaT",Insaa,,Yahyaoui,,
Koranteng Amoako,Koraneng Amoako,Koraneng,,Amoako,,
Sara Gizaw,Sara Gizw,Sara,,Giz,,
"Tesfaw, Adamu","Tesfaw, Adau",Adaun,,Tesfaw,,
"Gnonka, Liade","Gnonka, iade",Rade,,Gronka,,
Alain Gaspoz,Alai Gaspoz,Alai,,Gasoz,,
"Morello, Tom","Morell, Tom",Tom,,Morrell,,
Tsandzile Ndwandwe,Tsandzile Ndwadwe,Tsandsile,,Nwwadwe,,
"Nsibambi, Apolo","Nxibambi, Apolo",Apolo,,Ndibambi,,
Kuku Sebsebe,Kuku Sebdebe,Kuku,,Sebdebe,,
"Wube, Tiruwork","Wube, Tiruwrk",Tiruwerk,,Wube,,
Yibeltal Admassu,YibelQtal Admassu,Yibel,Ttal,Admassu,,
"Mekuria, Zelalem","Mskuria, Zelalem",Zelalem,,Makuria,,
Moussa Coulibaly,Moussa Couligaly,Moussa,,Couligaly,,
Za Dengel,Za Dngel,Za,,Dangel,,
"Waruinge, Philip","Waruinge, P7ilip",Pilip,,Waringe,,
Stanford Derere,StanfordDerere,Stanford,,Deere,,
Tatenda Taibu,Tatenda MTaibu,Tatenda,,Maibu,,
"Mwakwere, Ali","Mwakwere,.Ali",Ali,,Mwakawere,,
Djamel Abdoun,"Djamel,Abdoun",Abdoun,,Djamel,,
"Aggudey, George","Aggudey, Gorge",Gorge,,Aggudey,,
Souleymane Youla,CSouleymane Youla,Coulenman,e,Youla,,
"Rabarivony, Franck","Rabarivony, Franc",Franc,,Rabarivony,,
"Boateng, Paul","Boateng, Haul",Haul,,Boateng,,
Yimam Yejju,Yimam ejju,Yimam,,Eju,,
Tom Nyariki,Tom Nyarii,Tom,,Nyarii,,
Jadavji Jesani,JadavjiJesani,Jadavi,,Jesani,,
"Akuda, Fanizani","Akuda, Fmnizani",Fenizini,,Akuda,,
Vida Nsiah,Voida Nsiah,Vojida,,Nsiah,,
"Kabadi, Haroun","Kabadi, Harun",Harun,,Kabadi,,
"Black, Byron","Black, Byroun",Byroun,,Black,,
Ezra Sambu,Ezra SWambu,Ezra,,Wambu,,
Caroline Chikezie,Carwoline Chikezie,Carwoline,,Chikezie,,
"Gripper, Trevor","Grilper, Trevor",Trevor,,Grilper,,
Rudy Haddad,Rudy Hasdad,Rudy,,Hasdad,,
"Dibaba, Ejegayehu","Dibaba, Ejeayehu",Ejayeju,,Dibaba,,
Maurice Tadajeu,Maurice TadCajeu,Maurice,Tad,Cajeu,,
"Lwanga, Carl","Lwangs, Carl",Carl,,Langs,,
Hidipo Hamutenya,Hldipo Hamutenya,Haldipo,,Hamutenya,,
"Munyaneza, Henri",Munyaneza Henri,Munyaneza,,Henri,,
Mbulaeni Mulaudzi,"Mbulaeni,Mulaudzi",Mulaudi,,Mculaeni,,
"Aga, Alemu","Aga,Alemu",Alem,,Aga,,
Choice Aisien,Choic3e Aisien,Aisien,,Choice,,
"Moses, Victor","Mosejs, Victor",Victor,,Mosejs,,
Fro Adu,FroAdu,Fro,,Audu,,
"Raho, Slimane","Raho, Simane",Simane,,Raho,,
"Diori, Hamani","Diori,,Hamani",Hamani,,Diorio,,
Yemane Baria,YemaneBaria,Yemane,,Barias,,
"Plaatjies, Sydney","Paatjies, Sydney",Sydney,,Paathies,,
Tekle Haymanot,TePle Haymanot,Tele,,Haymanot,,
Hakainde Hichilema,Hakainde HichileMma,Hakainde,Hichile,Mma,,
"Makinwa, Stephen","Maklnwa, Stephen",Stephen,,Maklenga,,
Marguerite Barankitse,Marg5uerite Barankitse,Marguerit,e,Barankitse,,
"Abdirahman, Abdihakem","Abdirahman, Abdhakem",Abdhakem,,Abdirahman,,
"Mbom, Ephrem","Mbom, Efhrem",Efhaem,,Mabom,,
"Duarte, Bela","Duabte, Bela",Bela,,Duante,,
Abdalla Jabir,AbdallaJabir,Abdalla,,Jabiri,,
Tessema Absher,Teswsema Absher,Tesesema,,Absher,,
Amha Selassie,Amha Selassae,Amha,,Selassae,,
"Djoussouf, Abbas","Djossouf, Abbas",Abbas,,Djossouf,,
Tsehaiwork Darge,Tsehaiwork  Darge,Tsehaiworm,,Darge,,
"Keshi, Stephen",Keshi Stephen,Keshi,,Stephen,,
Michael Ibru,Michael Iqbru,Michael,,Iqbru,,
Edmund Morris,"Edmund,Morris",Morris,,Edmund,,
"Olympio, Sylvanus","Olympio, Sylvans",Sylvans,,Olympio,,
Ibrahim Babangida,Iubrahim Babangida,Iubrahim,,Babangida,,
"Diamoutene, Souleymane","Deiamoutene, Souleymane",C,Souleymnne,Deiamouten,,
"Ugbusien, Moses","Ugbusin, Moses",Moses,,Ugbusin,,
Sone Aluko,Sone Alubko,Sone,,Alubo,,
"Ha-Dani, Eldad","a-Dani, Eldad",Eldad,,Ajani,,
Ronald Snapper,Fonald Snapper,Fonald,,Sapper,,
"Kiptanui, Moses","Kiptanui, Mos3s",Moses,,Kittani,,
Taytu Betul,Taytu Betu,Taytu,,Betu,,
"Oyinlola, Olagunsoye","Oyinlla, Olagunsoye",Olagunsoye,,Oyinlla,,
Yobes Ondieki,Ybes Ondieki,Ybes,,Ondieki,,
Thomas Nimely,Thmas Nimely,Nimely,,Thomas,,
Sammy Korir,Samy Korir,Samy,,Korir,,
Kenyan British,Kenyan  British,British,,Kenyan,,
"Ekpe, Simeon","Ekpe, STimeon",S,Timeon,Ekpe,,
Okoth Origi,Okoth.Origi,Okotha,,Origi,,
"Bizu, Sifrash","Bizu, Sifrosh",Sirosh,,Bizu,,
Tito Chingunji,Tito Cbingunji,Tito,,Cbinguniji,,
"Lacarne, Belaid",Lacarne. Belaid,Lacarne,,Belaid,,
Akintola Deko,Akintoa Deko,Akintoa,,Deko,,
"Kitamirike, Joel",Kitamirike  Joel,Kitamirike,,Joel,,
Salma Kikwete,Salma Ki1kwete,Salma,,Kilkwette,,
"Nwosu, Julius","Nwpsu, Julius",Julius,,Nepsu,,
"Yahia, Alaeddine","Yahia,.Alaeddine",Alaiddine,,Yahia,,
Osei Kofi Tutu I,Osei Kofi utu I,Osei,Kofi Atu,I,,
Mikel John OBI,Mikel  John OBI,Mikel,John,Obi,,
William Drew Robeson I,William Drew RobesoYn I,William,Drew,Robeson,,IV
Mari Djata II,Mqri Djata II,Maria,,Djata,,II
