original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Manuel Gondra,Manuel Gonda,Manuel,,Gonda,,
Hugo Mariutti,HuGo Mariutti,Huo,,Mariutti,,
"Teixeira, Paulo","Teixeira,, Paulo",Paulo,,Teikeirar,,
Arianney Nogueira,Arianney NogKeira,Arianney,Nog,Keira,,
Acelino Freitas,Acelino Treitas,Acelino,,Treitas,,
"Coghen, Mercedes","Coghen, Meprcedes",Meprcedes,,Coghen,,
Otavio Juliano,Otavio Julian5o,Otavio,,Julianto,,
"Santos, Kelson","Eantos, Kelson",Kelson,,Eantos,,
Paulo Duarte,Paulo DuarXte,Paulo,Duar,Xt,,
Sitti Navarro,Sitti Nabarro,Sitti,,Nabarro,,
"Pittman, Eliana","Pittman, Eliaa",Eliaa,,Pittman,,
Pedro Bordaberry,Pedro Bordberry,Pedro,,Bordberry,,
Octavio Ianni,"Octavio,Ianni",Ianni,,Octavio,,
"Angelelli, Enrique","Angelelli, Enriqie",Enriqie,,Angelelli,,
Diego Caupaphara,Diego CaupEaphara,Diego,Cau,Eaphara,,
"Motos, Teresa","Motos, TerDesa",Ter,Desa,Motos,,
Jorge Fossati,Jeorge Fossati,Jeorge,,Fossati,,
"Abrabanel, Isaac","Abrabanel, Isafac",Isafac,,Abrabanel,,
Claudio Milar,Claudio Milzr,Claudio,,Miler,,
"Ribeiro, Fernanda",Ribeiro Fernanda,Ribeiro,,Fernanda,,
"O'Reilly, Alejandro","O'Reilly, Alejwandro",Alejwandro,,Reilly,Ms,
"Belli, Laura","elli, Laura",Laura,,elli,,
Avec Tristesse,Aec Tristesse,Aec,,Tristesser,,
Shirley Gomes,Shirley omes,Ames,,Shirley,,
"Pedros, Reynald","PedRos, Reynald",Reynald,,Pedos,,
"Pepitone, Joe","Pepitone, Jo",Jo,,Pepitone,,
Fanny Lu,Facnny Lu,Facnny,,Lu,,
"Family, Parra","Fmily, Parra",Parra,,Fmily,,
Marcelo Fromer,Marceko Fromer,Marceko,,Frome,,
"Lombardi, Bruna","Lombardi, Brunw",Brun,,Lombardi,,
Sergio Batista,ergio Batista,ergio,,Batista,,
"Silva, Giant","Silva, Gint",Gint,,Silva,,
Argenis Salazar,Agenis Salazar,Agenis,,Salazar,,
"Diaz, Carlos","Diz, Carlos",Carlos,,Diz,,
Patricio Urrutia,Patrcio Urrutia,Patrcio,,Urrutia,,
"Bonds, De'Aundre","Bonds,  De'Aundre",De,Aundre,Bonds,,
Gabriel Heinze,Gabriel Hwinze,Gabriel,,Hwinze,,
"House, Alex","House, Alec",Alec,,House,,
"Paul, Sean","Paul, SeNn",Sen,,Paul,,
Francesca Hawkins,Francevca Hawkins,Francenca,,Hawkins,,
Hany Kauam,Hany Kaum,Hany,,Kaum,,
"Torres, Dilson","ToLrres, Dilson",Dilson,,Towres,,
Santa Fe,Manta Fe,Manta,,Fe,,
"Marinello, Beatriz","MariKnello, Beatriz",Beatriz,,Marinnello,,
Daniel Hernandes,Daniel Hrnandes,Daniel,,Hrnandes,,
Veronica Blume,Veronica Bltme,Veronica,,Bltme,,
"Terra, Gabriel","Terrs, Gabriel",Gabriel,,Terrs,,
Lyndon Hooper,Lyndon Hooger,Lyndon,,Hooger,,
"Eduardo, Carlos","Eluardo, Carlos",Carlos,,Eluardo,,
"Naveira, Natalie","Na7veira, Natalie",Natalie,,Narveira,,
Natalia Dorado,"Natalia,Dorado",Dorado,,Natalia,,
"Davidson, Elaine","Davicson, Elaine",Elaine,,Davicson,,
Ernesto Figueiredo,Ernesto FigueIredo,Ernesto,Figue,Iredo,,
"Menezes, Paulo","Menees, Paulo",Paulo,,Menees,,
Pedro Diniz,Pdro Diniz,Pro,,Diniz,,
Pedro Geromel,Pedro Gerlmel,Pedro,,Gerlmel,,
"Alessandri, Fernando",Alessandri Fernando,Alessandri,,Fernando,,
Camila Pitanga,Camila Pitang,Camila,,Pitang,,
"Ramon, Anselmo","Ramon, Aynselmo",Aynselmo,,Ramon,,
"Amigorena, Santiago","Amigorema, Santiago",Santiago,,Amigoremaz,,
"Wirth, Oscar",Wirth. Oscar,Wirtho,,Oscar,,
Ricardo Sperafico,Ricayrdo Sperafico,Ricayrdo,,Sperafico,,
"Calzadilla, Ernesto","Calzadillia, Ernesto",G,Ernesto,Calzadilli,,
Flavio Davino,Flavio Davin5o,Flavio,,Davinio,,
"Preussler, Roxana","Preussler, gRoxana",Rogana,,Preussler,,
"Moura, Eli-Eri","Moura, EliK-Eri",Elih,Eri,Moura,,
Alfonso Leng,AlfoAnso Leng,Alfo,Anso,Leng,,
"Plaza, Galo","Plaza, Gal",Gal,,Plaza,,
"Barros, Leila","Barros, LeiEla",Leiela,,Barros,,
"Barbat, Luis","BarbaQ, Luis",Luis,,Barba,,
"Piglia, Ricardo","Pig1ia, Ricardo",Ricardo,,Pigcia,,
Diego Maradona,Dieg Maradona,Dieg,,Maradona,,
Matias Vila,"Matias,Vila",Vila,,Matias,,
Ennio Candotti,Enhnio Candotti,Enhnio,,Candotti,,
"Tjon-A-Ten, Varina","Tjon-A-Ten, Varin",h,Tena Varin,Tjon,,
Marco Soares,Marc Soares,Marc,,Soares,,
"Alfred, Shondell","Afred, Shondell",Shondell,,Afred,,
Ted Robledo,Ted Roledo,Ted,,Roledo,,
"Camacho, Mario","Camancho, Mario",Mario,,Camancho,,
Rafael Godoy,Rafael Gody,Rafael,,Gody,,
"Dimenstein, Gilberto","Dimenstein, fGilberto",Gilberto,,Dimenstenn,,
Leo Dan,Leo DaQ,Leo,,Da,,
"Augusto, Infante","Auguksto, Infante",Infante,,Auguksto,,
H John Heinz IV,H Johb Heinz IV,H,Johb,Heinz,,IV
Diego Almagro II,Diego Almagro I,Diego,,Almagro,,IV
Ras Shorty I,Rs Shorty I,Rs,Shorty,I,,
Julio Medina III,JTlio Medina III,Jolio,,Medina,,III
