original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Ashikaga Tadayoshi,"Ashikaga,Tadayoshi",Tadayoshi,,Ashikaga,,
"Nagayasu, Hirano","Nagayacsu, Hirano",Hirano,,Nagayacsu,,
Prem Kumar,Prem humar,Prem,,Humar,,
"Takai, Miho","Takai, Mi0ho",Minho,,Takai,,
Yukimasa Obi,Yukimaa Obi,Yukimaa,,Obi,,
"Kawasaki, Audrey","KYwasaki, Audrey",Audrey,,Kwaaaki,,
Qin Lang,Qin Lavg,Qin,,Lav,,
"Moritomo, Saegusa","Moyitomo, Saegusa",Saegusa,,Moyitomo,,
Arvind Dave,"Arvind D,ve",Arvind,,Duve,,
"Ma, Lao","Ms, Lao",Lao,,Ms,,
Telugu Talli,Teluu Talli,Talli,,Teluu,,
"Jun, Shiraoka","Ju, Shiraoka",Shiraoka,,Ju,,
Madhu Koda,Madhu KoPda,Madhu,Ko,Pda,,
Lok Yiu,Lo Yiu,Lo,,Yiu,,
"Zan, Ni",Zan Ni,Zan,,Ni,,
Mangesh Panchal,MangeUh Panchal,Mangee,Uh,Panchal,,
Lin Ying,Lin ing,Lin,,Ming,,
"Kanvinde, Achyut","Kanvindqe, Achyut",Achyut,,Kanvinds,,
Karam Singh,Kaam Singh,Kaam,,Singh,,
"Hui, Shi","H7i, Shi",Shi,,Hi,,
Xiao Yanling,Xiaq Yanling,Xia,,Yanling,,
"Saburo, Mutsumi","Saburo, Mutaumi",Mutaumi,,Saburo,,
Sri Nagesh,Sri Nagsh,Sri,,Nagsh,,
"Onuki, Keiko","OnuVi, Keiko",Keiko,,Onuii,,
Rajendra Chola III,"Rajendra,Chola III",Chola,,Rajendra,,III
Krishna Raja Wadiyar IV,Krishna Raja Wadiyar UV,Krishna,Raja,Wadiyar,,I
Kulothunga Chola I,KulothungaChola I,Kulothunga,,Chola,,IV
Shah Jahan III,Shah Kahan III,Shah,,Kahan,,III
Maharaja Sayajirao Gaekwad III,rMaharaja Sayajirao Gaekwad III,Mawaraja,Sayajirao,Gaekwad,,III
Veera Ballala I,Veera Ballaa I,Veera,Ballaa,I,,
Wakanohana Kanji II,akanohana Kanji II,Dkanohana,,Kanji,,III
Virupaksha Raya II,Virupaksha Rfaya II,Virupaksha,,Rfaya,,II
Mihira Bhoja I,Mihira  Bhoja I,Mihira,,Bhoja,,IV
Rajendra Choda II,Rajrndra Choda II,Rajindra,,Choda,,II
Bukka Raya II,Gukka Raya II,Gukka,,Raya,,II
Rajendra Chola II,Rajendra Chola aII,Chola,,Rajendra,,III
Narasaraja Wodeyar II,Narasaraja Wodeyar I,Narasaraja,,Wodeyar,,IV
Parantaka Chola II,Parantaka Chola VI,Parantaka,Chola,Vu,,
Balbir Singh Sr.,Balbir SingKh Sr.,Balbir,,Singhh,,Sr
Raja Raja Chola I,Raja Raja CShola I,Raja,Shola I,Raja,,
