original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Mekuria, Zelalem","Mekuria, Zelalem",Zelalem,,Mekuria,,
Moussa Coulibaly,Moussa Coulibaly,Moussa,,Coulibaly,,
"Ellison, Chris","Ellison, Chris",Chris,,Ellison,,
Za Dengel,Za Dengel,Za,,Dengel,,
"Modo, Ben","Modo, Ben",Ben,,Modo,,
"Otieno, Musa","Otieno, Musa",Musa,,Otieno,,
Tatenda Taibu,Tatenda Taibu,Tatenda,,Taibu,,
Djamel Abdoun,Djamel Abdoun,Djamel,,Abdoun,,
"Boateng, Paul","Boateng, Paul",Paul,,Boateng,,
"Whitehead, Edgar","Whitehead, Edgar",Edgar,,Whitehead,,
Tom Nyariki,Tom Nyariki,Tom,,Nyariki,,
Vida Nsiah,Vida Nsiah,Vida,,Nsiah,,
"Kabadi, Haroun","Kabadi, Haroun",Haroun,,Kabadi,,
Samson Godwin,Samson Godwin,Samson,,Godwin,,
"Black, Byron","Black, Byron",Byron,,Black,,
Ezra Sambu,Ezra Sambu,Ezra,,Sambu,,
Caroline Chikezie,Caroline Chikezie,Caroline,,Chikezie,,
"Gripper, Trevor","Gripper, Trevor",Trevor,,Gripper,,
Rudy Haddad,Rudy Haddad,Rudy,,Haddad,,
"Moumban, Karim","Moumban, Karim",Karim,,Moumban,,
Habib Galhia,Habib Galhia,Habib,,Galhia,,
"Aga, Alemu","Aga, Alemu",Alemu,,Aga,,
Choice Aisien,Choice Aisien,Choice,,Aisien,,
"Moses, Victor","Moses, Victor",Victor,,Moses,,
"Raho, Slimane","Raho, Slimane",Slimane,,Raho,,
"Baidoo, Stephen","Baidoo, Stephen",Stephen,,Baidoo,,
Gloria Kemasuode,Gloria Kemasuode,Gloria,,Kemasuode,,
Yemane Baria,Yemane Baria,Yemane,,Baria,,
"Asokuh, Eloka","Asokuh, Eloka",Eloka,,Asokuh,,
Hakainde Hichilema,Hakainde Hichilema,Hakainde,,Hichilema,,
Adewale Olukoju,Adewale Olukoju,Adewale,,Olukoju,,
Ali Shah,Ali Shah,Ali,,Shah,,
"Duarte, Bela","Duarte, Bela",Bela,,Duarte,,
Abdalla Jabir,Abdalla Jabir,Abdalla,,Jabir,,
"Belaid, Tijani","Belaid, Tijani",Tijani,,Belaid,,
Tessema Absher,Tessema Absher,Tessema,,Absher,,
"Selassie, Wolde","Selassie, Wolde",Wolde,,Selassie,,
Amha Selassie,Amha Selassie,Amha,,Selassie,,
"Keshi, Stephen","Keshi, Stephen",Stephen,,Keshi,,
Michael Ibru,Michael Ibru,Michael,,Ibru,,
"Metref, Hocine","Metref, Hocine",Hocine,,Metref,,
Edmund Morris,Edmund Morris,Edmund,,Morris,,
"Olympio, Sylvanus","Olympio, Sylvanus",Sylvanus,,Olympio,,
Ibrahim Babangida,Ibrahim Babangida,Ibrahim,,Babangida,,
Moses Ashikodi,Moses Ashikodi,Moses,,Ashikodi,,
"Martins, Obafemi","Martins, Obafemi",Obafemi,,Martins,,
Ronald Snapper,Ronald Snapper,Ronald,,Snapper,,
"Uti, Sunday","Uti, Sunday",Sunday,,Uti,,
Thomas Nimely,Thomas Nimely,Thomas,,Nimely,,
Sammy Korir,Sammy Korir,Sammy,,Korir,,
Kenyan British,Kenyan British,Kenyan,,British,,
"Metefara, Marcel","Metefara, Marcel",Marcel,,Metefara,,
Gerrie Snyman,Gerrie Snyman,Gerrie,,Snyman,,
"Ekpe, Simeon","Ekpe, Simeon",Simeon,,Ekpe,,
Okoth Origi,Okoth Origi,Okoth,,Origi,,
"Bizu, Sifrash","Bizu, Sifrash",Sifrash,,Bizu,,
Achilla Orru,Achilla Orru,Achilla,,Orru,,
"Owu, George","Owu, George",George,,Owu,,
Akintola Deko,Akintola Deko,Akintola,,Deko,,
"Kitamirike, Joel","Kitamirike, Joel",Joel,,Kitamirike,,
"Nwosu, Julius","Nwosu, Julius",Julius,,Nwosu,,
Nana Osei Bonsu II,Nana Osei Bonsu II,Nana,Osei,Bonsu,,II
Mass Sarr Jr,Mass Sarr Jr,Mass,,Sarr,,Jr
Habib Bourguiba Jr.,Habib Bourguiba Jr.,Habib,,Bourguiba,,Jr
