original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Singh, Bhai Taru","Singh, Bhai Taru",Bhai,Taru,Singh,,
R V Raveendran,R V Raveendran,R,V,Raveendran,,
Girdhari Lal Bhargava,Girdhari Lal Bhargava,Girdhari,Lal,Bhargava,,
"Eng, Yeap Cheng","Eng, Yeap Cheng",Yeap,Cheng,Eng,,
Pan Yin Tze,Pan Yin Tze,Pan,Yin,Tze,,
"Koretada, Fujiwara No","Koretada, Fujiwara No",Fujiwara,No,Koretada,,
Kenji Kosaka,Kenji Kosaka,Kenji,,Kosaka,,
"Suda, Issei","Suda, Issei",Issei,,Suda,,
"Daqian, Zhang","Daqian, Zhang",Zhang,,Daqian,,
Hu Jinguang,Hu Jinguang,Hu,,Jinguang,,
"Agnihotri, Bharat","Agnihotri, Bharat",Bharat,,Agnihotri,,
"Yunhe, Pan","Yunhe, Pan",Pan,,Yunhe,,
Gengshi Han,Gengshi Han,Gengshi,,Han,,
"Amritraj, Vijay","Amritraj, Vijay",Vijay,,Amritraj,,
Satoru Iwata,Satoru Iwata,Satoru,,Iwata,,
"Umino, Chica","Umino, Chica",Chica,,Umino,,
"Rana, Jadi","Rana, Jadi",Jadi,,Rana,,
Motohisa Furukawa,Motohisa Furukawa,Motohisa,,Furukawa,,
"Tang, Ai","Tang, Ai",Ai,,Tang,,
Takashi Ishizeki,Takashi Ishizeki,Takashi,,Ishizeki,,
"Seigen, Go","Seigen, Go",Go,,Seigen,,
Dinshah Irani,Dinshah Irani,Dinshah,,Irani,,
"Mochizuki, Masaaki","Mochizuki, Masaaki",Masaaki,,Mochizuki,,
Jal Cooper,Jal Cooper,Jal,,Cooper,,
"Masuda, Keiko","Masuda, Keiko",Keiko,,Masuda,,
Tsutomu Takebe,Tsutomu Takebe,Tsutomu,,Takebe,,
"Vora, Motilal","Vora, Motilal",Motilal,,Vora,,
Cang Xin,Cang Xin,Cang,,Xin,,
"Kowashi, Inoue","Kowashi, Inoue",Inoue,,Kowashi,,
Nobuyoshi Kuwano,Nobuyoshi Kuwano,Nobuyoshi,,Kuwano,,
"Morishima, Takeshi","Morishima, Takeshi",Takeshi,,Morishima,,
Kansei Nakano,Kansei Nakano,Kansei,,Nakano,,
Sukumar Ray,Sukumar Ray,Sukumar,,Ray,,
"Mupnar, Perumal","Mupnar, Perumal",Perumal,,Mupnar,,
Lai Heng,Lai Heng,Lai,,Heng,,
"Baskaran, Sathasivam","Baskaran, Sathasivam",Sathasivam,,Baskaran,,
Takashi Otsuka,Takashi Otsuka,Takashi,,Otsuka,,
"Yucheng, Wang","Yucheng, Wang",Wang,,Yucheng,,
"Tingfang, Bie","Tingfang, Bie",Bie,,Tingfang,,
Cheng Yi,Cheng Yi,Cheng,,Yi,,
"Zhuo, Dong","Zhuo, Dong",Dong,,Zhuo,,
Honda Tadamasa,Honda Tadamasa,Honda,,Tadamasa,,
"Chikafusa, Kitabatake","Chikafusa, Kitabatake",Kitabatake,,Chikafusa,,
Janardhana Poojary,Janardhana Poojary,Janardhana,,Poojary,,
"Taniguchi, Tomoko","Taniguchi, Tomoko",Tomoko,,Taniguchi,,
"Weifeng, Li","Weifeng, Li",Li,,Weifeng,,
Gao Qipei,Gao Qipei,Gao,,Qipei,,
"Takamachi, Nanoha","Takamachi, Nanoha",Nanoha,,Takamachi,,
Hirohiko Araki,Hirohiko Araki,Hirohiko,,Araki,,
Ieng Sary,Ieng Sary,Ieng,,Sary,,
"Honda, Hirotoshi","Honda, Hirotoshi",Hirotoshi,,Honda,,
Yang Guozhong,Yang Guozhong,Yang,,Guozhong,,
"Adhikari, Hemu","Adhikari, Hemu",Hemu,,Adhikari,,
Chino Moreno,Chino Moreno,Chino,,Moreno,,
"Kobayashi, Tomoki","Kobayashi, Tomoki",Tomoki,,Kobayashi,,
Ramo Nakajima,Ramo Nakajima,Ramo,,Nakajima,,
"Ito, Tatsuya","Ito, Tatsuya",Tatsuya,,Ito,,
Nana Patekar,Nana Patekar,Nana,,Patekar,,
"Sadamasa, Okudaira","Sadamasa, Okudaira",Okudaira,,Sadamasa,,
Elijah Impey,Elijah Impey,Elijah,,Impey,,
"Singh, Bijendra","Singh, Bijendra",Bijendra,,Singh,,
Tadao Ando,Tadao Ando,Tadao,,Ando,,
"Lim, Hyun","Lim, Hyun",Hyun,,Lim,,
Weichang Chien,Weichang Chien,Weichang,,Chien,,
Kumar Navaratnam,Kumar Navaratnam,Kumar,,Navaratnam,,
"Saluja, Renu","Saluja, Renu",Renu,,Saluja,,
Jayarama Reddy,Jayarama Reddy,Jayarama,,Reddy,,
"Guan, Tong","Guan, Tong",Tong,,Guan,,
Remi Kaler,Remi Kaler,Remi,,Kaler,,
"Shoujing, Guo","Shoujing, Guo",Guo,,Shoujing,,
Dodda Ganesh,Dodda Ganesh,Dodda,,Ganesh,,
"Ranatunga, Nishantha","Ranatunga, Nishantha",Nishantha,,Ranatunga,,
Yutaka Higuchi,Yutaka Higuchi,Yutaka,,Higuchi,,
"Tsai, Rick","Tsai, Rick",Rick,,Tsai,,
"Junjiro, Takakusu","Junjiro, Takakusu",Takakusu,,Junjiro,,
Yang Bo,Yang Bo,Yang,,Bo,,
"Xizhi, Wang","Xizhi, Wang",Wang,,Xizhi,,
Shiv Chopra,Shiv Chopra,Shiv,,Chopra,,
"Kakichi, Uchida","Kakichi, Uchida",Uchida,,Kakichi,,
Zhong Ding,Zhong Ding,Zhong,,Ding,,
"Watanabe, Tomoyoshi","Watanabe, Tomoyoshi",Tomoyoshi,,Watanabe,,
Mussarat Abbas,Mussarat Abbas,Mussarat,,Abbas,,
"Ganguly, Sourav","Ganguly, Sourav",Sourav,,Ganguly,,
Shivappa Nayaka,Shivappa Nayaka,Shivappa,,Nayaka,,
"Devi, Leela","Devi, Leela",Leela,,Devi,,
"Tadashige, Takatoriki","Tadashige, Takatoriki",Takatoriki,,Tadashige,,
Shinji Wada,Shinji Wada,Shinji,,Wada,,
"Singh, Gurnam","Singh, Gurnam",Gurnam,,Singh,,
Takashi Inui,Takashi Inui,Takashi,,Inui,,
"Kurihara, Harumi","Kurihara, Harumi",Harumi,,Kurihara,,
"Gongyao, Zhang","Gongyao, Zhang",Zhang,,Gongyao,,
"Nair, Damodran","Nair, Damodran",Damodran,,Nair,,
"Dighe, Sameer","Dighe, Sameer",Sameer,,Dighe,,
Micheal Nakamura,Micheal Nakamura,Micheal,,Nakamura,,
"Spector, Dave","Spector, Dave",Dave,,Spector,,
Rajshree Pathy,Rajshree Pathy,Rajshree,,Pathy,,
"Yumemakura, Baku","Yumemakura, Baku",Baku,,Yumemakura,,
Amit Shah,Amit Shah,Amit,,Shah,,
Matilal Sarkar,Matilal Sarkar,Matilal,,Sarkar,,
"Usagi, Miyamoto","Usagi, Miyamoto",Miyamoto,,Usagi,,
"Pandit, Ramai","Pandit, Ramai",Ramai,,Pandit,,
Raj Narain,Raj Narain,Raj,,Narain,,
"Kondo, Koji","Kondo, Koji",Koji,,Kondo,,
Reema Sen,Reema Sen,Reema,,Sen,,
"Naoyori, Shinjo","Naoyori, Shinjo",Shinjo,,Naoyori,,
Ma Zhong,Ma Zhong,Ma,,Zhong,,
"Panchbhai, Bhau","Panchbhai, Bhau",Bhau,,Panchbhai,,
"Guangyi, Wang","Guangyi, Wang",Wang,,Guangyi,,
"Hong, Gene","Hong, Gene",Gene,,Hong,,
"Tong, Zhou","Tong, Zhou",Zhou,,Tong,,
Nainendra Nand,Nainendra Nand,Nainendra,,Nand,,
"Fzono, Aqi","Fzono, Aqi",Aqi,,Fzono,,
Black Box,Black Box,Black,,Box,,
"Nijimura, Okuyasu","Nijimura, Okuyasu",Okuyasu,,Nijimura,,
Minako Seki,Minako Seki,Minako,,Seki,,
"Nagayasu, Hirano","Nagayasu, Hirano",Hirano,,Nagayasu,,
Prem Kumar,Prem Kumar,Prem,,Kumar,,
"Takai, Miho","Takai, Miho",Miho,,Takai,,
Yukimasa Obi,Yukimasa Obi,Yukimasa,,Obi,,
"Kawasaki, Audrey","Kawasaki, Audrey",Audrey,,Kawasaki,,
Qin Lang,Qin Lang,Qin,,Lang,,
"Moritomo, Saegusa","Moritomo, Saegusa",Saegusa,,Moritomo,,
Mir Qasim,Mir Qasim,Mir,,Qasim,,
"Tulsi, Acharya","Tulsi, Acharya",Acharya,,Tulsi,,
Arvind Dave,Arvind Dave,Arvind,,Dave,,
"Ma, Lao","Ma, Lao",Lao,,Ma,,
"Jun, Shiraoka","Jun, Shiraoka",Shiraoka,,Jun,,
Madhu Koda,Madhu Koda,Madhu,,Koda,,
"Watanabe, Yoshimi","Watanabe, Yoshimi",Yoshimi,,Watanabe,,
Lok Yiu,Lok Yiu,Lok,,Yiu,,
"Zan, Ni","Zan, Ni",Ni,,Zan,,
Mangesh Panchal,Mangesh Panchal,Mangesh,,Panchal,,
"Kanvinde, Achyut","Kanvinde, Achyut",Achyut,,Kanvinde,,
Karam Singh,Karam Singh,Karam,,Singh,,
Xiao Yanling,Xiao Yanling,Xiao,,Yanling,,
"Saburo, Mutsumi","Saburo, Mutsumi",Mutsumi,,Saburo,,
Sri Nagesh,Sri Nagesh,Sri,,Nagesh,,
"Zhaoying, Ye","Zhaoying, Ye",Ye,,Zhaoying,,
Eiichiro Washio,Eiichiro Washio,Eiichiro,,Washio,,
"Onuki, Keiko","Onuki, Keiko",Keiko,,Onuki,,
Rajendra Chola III,Rajendra Chola III,Rajendra,,Chola,,III
Krishna Raja Wadiyar IV,Krishna Raja Wadiyar IV,Krishna,Raja,Wadiyar,,IV
Shah Jahan III,Shah Jahan III,Shah,,Jahan,,III
Virupaksha Raya II,Virupaksha Raya II,Virupaksha,,Raya,,II
Rajendra Choda II,Rajendra Choda II,Rajendra,,Choda,,II
Bukka Raya II,Bukka Raya II,Bukka,,Raya,,II
Narasaraja Wodeyar II,Narasaraja Wodeyar II,Narasaraja,,Wodeyar,,II
Parantaka Chola II,Parantaka Chola II,Parantaka,,Chola,,II
Balbir Singh Sr.,Balbir Singh Sr.,Balbir,,Singh,,Sr
