original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Rodrigo Correa Dantas,"Rodrigo Correa,Dantas",Correah,Dantas,Rodrigo,,
"Sousa, John Philip","Sousa, ohn Philip",Jhn,Philip,Sousa,,
Rene R Douglas,Rene R Rouglas,Rene,R,Rouglas,,
"Sodre, Pierre Veiga","Sodre,.Pierre Veiga",Pierre,Vegga,Sodre,,
Gerardo Dos Santos,Gerardo Dos antos,Gerardo,Dos,Antos,,
"Grau, Roberto Diego","Gau, Roberto Diego",Roberto,Diego,Gau,,
Evilasio Leite Da Costa,Evilasio Lete Da Costa,Evilasio,Lete Da,Costa,,
"Oliveira, Willer Souza","Olivera, Willer Souza",Willer,Souza,Olivera,,
"Yanten, Mario Sanchez","YanteG, Mario Sanchez",Mario,Sanchez,Yante,,
Luis Carrero Blanco,uis Carrero Blanco,Lis,Carrero,Blanco,,
Pedro Mujica Carassa,"Pedro Mujica,Carassa",Mujick,Carassa,Pedro,,
"Burlon, Jose Maria Flores","BurHon, Jose Maria Flores",Jose,Maria Flores,Burton,,
Muller Santos Da Silva,MullerSantos Da Silva,Muller,Santos Da,Silva,,
"Massera, Emilio Eduardo","Masser5a, Emilio Eduardo",Emilio,Edaarro,Masserra,,
Luis Pereira Robson,Luis Per4ira Robson,Luis,Perrira,Robson,,
"Lozano, John Harold","Lozano, JFhn Harold",Jon,Harold,Lozano,,
Rafael Costa Silva Sandes,Rafmael Costa Silva Sandes,Rafmael,Costa Silva,Sandes,,
"Pupo, Rodrigo Tovar","Pipo, Rodrigo Tovar",Rodrigo,Tovar,Pipo,,
Diego Pereira Correa,Diego Pereira Corra,Diego,Perrira,Corra,,
"Rugeles, Manuel Felipe","Rugeles, Mayuel Felipe",Mayuel,Felipe,Rugeles,,
Eric A Williams,ric A Williams,Rick,A,Williams,,
Luis Roberto Alves,Luis Reberto Alves,Luis,Reberto,Alves,,
"Alvarez, Oscar Marcelino","Alvarez, Oscar Mar3celino",Oscar,Marccelino,Alvarez,,
"Cordas, Dino ","Cordas, Dio ",Dio,,Cordas,,
Juan March Ordinas,Juan Mardh Ordinas,Juan,Mardh,Ordinas,,
"Llama, Cristian Ezequiel","Llama, Cristian.Ezequiel",Cristiana,Ezeueiee,Llama,,
Alfredo Salazar Southwell,Alfredo Salazar Sothwell,Alfredo,Salazar,Sothwell,,
Caio Vianna Martins,Caio Vhianna Martins,Caio,Vhianna,Martins,,
Fiorella D'Croz Brusatin,"Fiorella D""Croz Brusatin",Fiorella,Doroh,Brusaooin,,
"Pleite, Willy Meyer","Pleite, WilLy Meyer",Willy,Meye,Pleite,,
Jorge Rodrigo Barrios,"Jor,e Rodrigo Barrios",Jore,Rodrigo,Barrios,,
"Luzia, Maxlei Dos Santos","Luzia,Maxlei Dos Santos",Maxlei,Dos Sanno,Luzia,,
Fernando Luiz Guilherme,Fernando Luiz Guilherm,Fernando,Lui,Guilherm,,
"Troy, Charlene Engelhard","Troy, Cuharlene Engelhard",Cuharlene,Engeshard,Troy,,
Enrique Saborido,nrique Saborido,Trique,,Saborido,,
Rodrigo Flores,Rodrigo Flres,Rodrigo,,Flres,,
"Carrozzo, Evangelina","Carrozo, Evangelina",Evangelina,,Carrozo,,
"Trevisan, Iracema","Trevisn, Iracema",Irakema,,Trevisan,,
Omar Vizquel,JOmar Vizquel,Jomar,,Vizquel,,
"Goyeneche, Roberto","Goyenech, Roberto",Roberto,,Goyenech,,
"Costa, Da",Costa Da,Costa,,Da,,
"Secco, Deborah","Secco, jeborah",Jeborah,,Secco,,
Aurora Miranda,"A,rora Miranda",Miranda,,Arora,,
"Da Silva, Afonso","Da ilva, Afonso",Afonso,,Damilva,,
Esther Vilar,Esth3r Vilar,Esther,,Villar,,
Mike Tyson,Mike.Tyson,Mikel,,Tyson,,
"Caicedo, Felipe","Caicedo, Feli-e",Feline,,Caicedo,,
Julio Olalla,Julo Olalla,Julo,,Olalla,,
"Rivelino, Roberto","Rivelino, oberto",Obert,,Rivelino,,
Fernando Morena,Fernano Morena,Fernano,,Morena,,
"Aguirre, Ricardo","Aguirre, RicardB",Richard,B,Aguirre,,
Floris Takens,Flors Takens,Flores,,Takens,,
Manuel Gondra,Manuel Gonda,Manuel,,Gonda,,
Hugo Mariutti,HuGo Mariutti,Huo,,Mariutti,,
"Teixeira, Paulo","Teixeira,, Paulo",Paulo,,Teieira,,
Arianney Nogueira,Arianney NogKeira,Arianney,,Nogreira,,
"Traverso, Alfredo",Traverso Alfredo,Traverso,,Alfredo,,
Acelino Freitas,Acelino Treitas,Acelino,,Treitas,,
"Coghen, Mercedes","Coghen, Meprcedes",Mepreedes,,Coghen,,
Otavio Juliano,Otavio Julian5o,Otavio,,Julianto,,
"Santos, Kelson","Eantos, Kelson",Kelson,,Eantos,,
Sitti Navarro,Sitti Nabarro,Sitti,,Nabarro,,
"Pittman, Eliana","Pittman, Eliaa",Elisa,,Pittman,,
Pedro Bordaberry,Pedro Bordberry,Pedro,,Bordberry,,
Octavio Ianni,"Octavio,Ianni",Ianni,,Octavio,,
"Angelelli, Enrique","Angelelli, Enriqie",Enriie,,Angelelli,,
Diego Caupaphara,Diego CaupEaphara,Diego,,Caupaphar,,
"Motos, Teresa","Motos, TerDesa",Tereesa,,Motos,,
Jorge Fossati,Jeorge Fossati,Jeorge,,Fossati,,
"Abrabanel, Isaac","Abrabanel, Isafac",Isafac,,Abrabanel,,
Claudio Milar,Claudio Milzr,Claudio,,Miler,,
"O'Reilly, Alejandro","O'Reilly, Alejwandro",Alejwandro,,Oreilly,,
"Belli, Laura","elli, Laura",Laura,,Elli,,
Avec Tristesse,Aec Tristesse,Alec,,Tristesse,,
Shirley Gomes,Shirley omes,Shirley,,Ames,,
"Pepitone, Joe","Pepitone, Jo",Jon,,Pepitone,,
"Feofiloff, Paulo","FeofilofSf, Paulo",Paulo,,Frofiloff,,
"Lombardi, Bruna","Lombardi, Brunw",Brune,,Lombardi,,
Sergio Batista,ergio Batista,Ergio,,Batista,,
"Silva, Giant","Silva, Gint",Ginta,,Silva,,
Argenis Salazar,Agenis Salazar,Agenis,,Salazar,,
"Diaz, Carlos","Diz, Carlos",Carlos,,Diz,,
"Bonds, De'Aundre","Bonds,  De'Aundre",De,Aundre,Bonds,,
Gabriel Heinze,Gabriel Hwinze,Gabriel,,Hwinze,,
"House, Alex","House, Alec",Alec,,House,,
Francesca Hawkins,Francevca Hawkins,Francecca,,Hawkins,,
Hany Kauam,Hany Kaum,Hany,,Kaum,,
Sequeira Costa,SequeiraCosta,Sequeria,,Costa,,
Santa Fe,Manta Fe,Manta,,Fe,,
Veronica Blume,Veronica Bltme,Veronica,,Botme,,
"Terra, Gabriel","Terrs, Gabriel",Gabriel,,Terrs,,
Lyndon Hooper,Lyndon Hooger,Lyndon,,Hooger,,
"Eduardo, Carlos","Eluardo, Carlos",Carlos,,Eluardo,,
Natalia Dorado,"Natalia,Dorado",Dorado,,Natalia,,
"Davidson, Elaine","Davicson, Elaine",Elaine,,Davinson,,
Ernesto Figueiredo,Ernesto FigueIredo,Ernesto,,Figuerado,,
"Menezes, Paulo","Menees, Paulo",Paulo,,Menes,,
Pedro Diniz,Pdro Diniz,Paro,,Diniz,,
Pedro Geromel,Pedro Gerlmel,Pedro,,Gerlmel,,
"Alessandri, Fernando",Alessandri Fernando,Alessandri,,Fernando,,
Camila Pitanga,Camila Pitang,Camila,,Pitang,,
"Ramon, Anselmo","Ramon, Aynselmo",Ayneemo,,Ramon,,
"Amigorena, Santiago","Amigorema, Santiago",Santiagt,,Amigoremaa,,
Ricardo Sperafico,Ricayrdo Sperafico,Ricaydo,,Sperafico,,
"Calzadilla, Ernesto","Calzadillia, Ernesto",A,Ernesto,Calzadilli,,
"Moura, Eli-Eri","Moura, EliK-Eri",Eli,Keri,Mogura,,
Alfonso Leng,AlfoAnso Leng,Alfo,Anso,Leng,,
"Plaza, Galo","Plaza, Gal",Gal,,Plaza,,
"Barbat, Luis","BarbaQ, Luis",Luis,,Barba,,
"Empire, Inca","Empire,, Inca",Inca,,Empirek,,
"Piglia, Ricardo","Pig1ia, Ricardo",Ricardo,,Pigia,,
Diego Maradona,Dieg Maradona,Dieg,,Maradona,,
Matias Vila,"Matias,Vila",Vila,,Matias,,
"Arroyuelo, Javier","Arroyuelo,,Javier",Javier,,Arrouelo,,
"Tjon-A-Ten, Varina","Tjon-A-Ten, Varin",Varin,,Tjonaen,,
Marco Soares,Marc Soares,Marc,,Soares,,
Nuno Claro,NPuno Claro,Puno,,Claro,,
"Alfred, Shondell","Afred, Shondell",Shondell,,Afred,,
Ted Robledo,Ted Roledo,Ted,,Roledo,,
"Camacho, Mario","Camancho, Mario",Mario,,Camancho,,
Rafael Godoy,Rafael Gody,Rafael,,Gody,,
Leo Dan,Leo DaQ,Leo,,Das,,
"Augusto, Infante","Auguksto, Infante",Infante,,Augukston,,
H John Heinz IV,H Johb Heinz IV,H,Johh,Heinza,,IV
Ras Shorty I,Rs Shorty I,Rs,Shorty,I,,
Julio Medina III,JTlio Medina III,Jelito,,Medina,,III
Juan Manuel Fangio II,Juan Manuel  Fangio II,Juan,Manuel,Fango,,II
