original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Anthony Snoti Laffor,Anthony Snoti.Laffor,Anthony,Snotia,Laffor,,
"Khalfan, Salim Abdallah","Khalfa, Salim Abdallah",Salim,Abdallah,Khalfa,,
Larbi Ben M'Hidi,Larbi BUen M'Hidi,Larbi,Ben,Muid,,
"Kayombo, Gaudence Cassian","Kyombo, Gaudence Cassian",Gaudence,Cassian,Kyombo,,
Batilda Salha Burian,Bttilda Salha Burian,Betilda,Salha,Burian,,
"Kitole, Haji Mussa","Kitoe, Haji Mussa",Haji,Mussa,Kitoe,,
Zakia Mrisho Mohamed,ZakiaMrisho Mohamed,Zakia,Marisho,Mohamed,,
Ntare Rutaganzwa Rugamba,Ntare RZtaganzwa Rugamba,Notare,Rotanwala,Rugamba,,
"Odinga, Jaramogi Oginga","Odinga, Jaramogi Ogi1ga",Jaramogi,Ogiga,Odinga,,
"Obinna, Victor Nsofor","Obinna, Victor Nsofo",Victor,Nyofo,Obinna,,
"Goje, Mohammed Danjuma","Goje,,Mohammed Danjuma",Mohammed,Danjuma,Gojel,,
Barnabas Sibusiso Dlamini,Barnabas Silbusiso Dlamini,Barnabas,Silissiso,Dlamini,,
"Hashi, Mohamed Abdi","ashi, Mohamed Abdi",Mohamed,Abdi,Ashi,,
Botan Ise Alin,Botan Ise Qlin,Botan,Ise,Qin,,
"Arfi, Said Amour","Arfi, Sad Amour",Sad,Amour,Arfi,,
Abdi Hasan Awale Qeybdiid,Agbdi Hasan Awale Qeybdiid,Agdudi,Hasan Awale,Qeybdid,,
"Mayaki, Ibrahim Hassane","Mayaki, IbCrahim Hassane",Ibbrrahim,Hassane,Mayaki,,
Maria Ibeshi Hewa,MaRria Ibeshi Hewa,Maria,Ibeshia,Hewa,,
"Apagya, Philip Kwame","Apagya, Phili[ Kwame",Philie,Kame,Apagya,,
Zainab Amir Gama,Zainab Ami Gama,Zainab,Amit,Gama,,
"Animashaun, Mustapha Adamu","AnimaKshaun, Mustapha Adamu",o,Mustapha Adamu,Animasham,,
Abdirizak Haji Hussein,Abdiriza4 Haji Hussein,Abdiriza,Hani,Hussein,,
"Mabandla, Thandatha Jongilizwe","Mabandla,Thandatha Jongilizwe",Thandatha,Jongillie,Mabandla,,
"Chipande, Alberto Joaquim","Chipande,Alberto Joaquim",Alberto,Joaqui,Chipander,,
Mohammed Said Bareh,Mohammed aid Bareh,Aid,Bareth,Mohammed,,
"Sabodo, Mustafa Jaffer","Sabodo, Mustafa Jafer",Mustafa,Jafer,Sabodo,,
Loyce Biira Bwambale,"Loyce Bi,ira Bwambale",Loyce,Bikira,Bambale,,
"Alo, E B","Alo,.E B",E,B,Alon,,
Coster Balakasi,CostIr Balakasi,Costir,,Balakasi,,
"Katsonga, Davis","Katsong, Davis",Davis,,Katsong,,
"Kamaphitha, Uzibhebhu",Kamaphitha Uzibhebhu,Kamapritha,,Uzibenhuu,,
Tavio Amorin,Tavio Amgorin,Tavio,,Agorin,,
Shanyurai Majange,"Shanyurai,Majange",Majange,,Shanyurai,,
"Bencherif, Hamza","Bencherif,, Hamza",Hamza,,Bencheri,,
Herbert Chitepo,Herert Chitepo,Herert,,Chitelo,,
Gbenga Oluokun,GbengaOluokun,Gbenga,,Olukun,,
"Salema, Anziza","Salema,  Anziza",Anzia,,Salema,,
Efua Sutherland,Efua Dutherland,Efua,,Dutherland,,
"Otieno, Francis","tieno, Francis",Francis,,Sieno,,
Mohammed Muyei,MohammedMuyei,Mohammed,,Muye,,
"Uti, Sunday","Uti, unday",Unday,,Uti,,
"Madagascar, Rasoherina","Madagascar, Rasoerina",Rashebria,,Madagascar,,
"Mbangwa, Mpumelelo",Mbangwa. Mpumelelo,Mabnanwal,,Mhumelell,,
Ganiou Soglo,Ganiou  Soglo,Ganiku,,Soglo,,
"Karg, Morne","Kar, Morne",Morne,,Kar,,
Bisoye Tejuoso,Bisoye Tej8oso,Bisoje,,Tejoso,,
Olusegun Obasanjo,Olusegun Obasanlo,Olugegun,,Obasano,,
"Cheapoo, Chea","Cgheapoo, Chea",Chea,,Chheapoo,,
Asha-Rose Migiro,Asha-ose Migiro,Ashalose,,Migiro,,
"Girone, Remo","Girone, Reko",Reko,,Girone,,
Muumin Aadan,sMuumin Aadan,Muumin,,Aladan,,
"Bungei, Wilfred",Bungei  Wilfred,Bungei,,Wilfred,,
Shawn Gericke,Shaen Gericke,Sharen,,Gericke,,
"Yahyaoui, Insaf","Yahyaoui, InsaT",Insa,T,Yahrgoui,,
Koranteng Amoako,Koraneng Amoako,Amoako,,Koraneng,,
"Ouma, Kassim","Oumka, Kassim",Kassie,,Ouka,,
Sara Gizaw,Sara Gizw,Sara,,Gi,,
"Tesfaw, Adamu","Tesfaw, Adau",Adam,,Testaw,,
"Gnonka, Liade","Gnonka, iade",Made,,Gnonka,,
Ibrahim Idris,Ibrahim  Idris,Iris,,Ibrahim,,
"Morello, Tom","Morell, Tom",Tom,,Morell,,
Tsandzile Ndwandwe,Tsandzile Ndwadwe,Trandill,,Ndwade,,
"Nsibambi, Apolo","Nxibambi, Apolo",Apolo,,Nzibangi,,
Kuku Sebsebe,Kuku Sebdebe,Sebebe,,Kuku,,
"Wube, Tiruwork","Wube, Tiruwrk",Tirdork,,Wube,,
"Mekuria, Zelalem","Mskuria, Zelalem",Zelalem,,Maskuria,,
Moussa Coulibaly,Moussa Couligaly,Moussa,,Couligaly,,
Za Dengel,Za Dngel,Za,,Dangel,,
"Modo, Ben","Modo,,Ben",Ben,,Mondol,,
Stanford Derere,StanfordDerere,Stanfor,,Derere,,
"Otieno, Musa","OtieVo, Musa",Musa,,Otiero,,
"Mwakwere, Ali","Mwakwere,.Ali",Ali,,Mwakere,,
Djamel Abdoun,"Djamel,Abdoun",Abdoun,,Djamel,,
"Aggudey, George","Aggudey, Gorge",Gorge,,Agnudey,,
Souleymane Youla,CSouleymane Youla,C,Shulemane,Youla,,
"Rabarivony, Franck","Rabarivony, Franc",Franco,,Rabarivony,,
Marco Airosa,Marco  Airosa,Mark,,Alrosa,,
"Boateng, Paul","Boateng, Haul",Haul,,Boateng,,
Yimam Yejju,Yimam ejju,Yimam,,Eju,,
Tom Nyariki,Tom Nyarii,Tom,,Nyarii,,
"Codjia, Coffi","CodRjia, Coffi",Coffi,,Codria,,
Jadavji Jesani,JadavjiJesani,Jadavi,,Jesani,,
"Akuda, Fanizani","Akuda, Fmnizani",Fnnizani,,Akuda,,
"Kabadi, Haroun","Kabadi, Harun",Harun,,Kabadi,,
"Black, Byron","Black, Byroun",Byroun,,Black,,
"Benikhlef, Amar","Benikhlef,Amar",Amar,,Benikhlee,,
Caroline Chikezie,Carwoline Chikezie,Caraline,,Chikezie,,
"Gripper, Trevor","Grilper, Trevor",Trevor,,Grilper,,
Rudy Haddad,Rudy Hasdad,Rudy,,Hasdad,,
"Dibaba, Ejegayehu","Dibaba, Ejeayehu",Eleajenu,,Dibaba,,
Maurice Tadajeu,Maurice TadCajeu,Maurice,Tad,Cajeu,,
"Lwanga, Carl","Lwangs, Carl",Carl,,Lwangs,,
Hidipo Hamutenya,Hldipo Hamutenya,Mldipo,,Hamuteny,,
"Munyaneza, Henri",Munyaneza Henri,Munyaneza,,Henri,,
Mbulaeni Mulaudzi,"Mbulaeni,Mulaudzi",Mulaundai,,Mbulaeni,,
"Aga, Alemu","Aga,Alemu",Alem,,Aga,,
"Moses, Victor","Mosejs, Victor",Victor,,Mosens,,
"Raho, Slimane","Raho, Simane",Simane,,Raco,,
Richard Mateelong,Richard  Mateelong,Richard,,Mattelong,,
Gloria Kemasuode,Gl7ria Kemasuode,Gloria,,Kemasuude,,
"Plaatjies, Sydney","Paatjies, Sydney",Sydney,,Paatjies,,
Tekle Haymanot,TePle Haymanot,Tele,,Hayjanot,,
"Asokuh, Eloka","Asokuh,Eloka",Eloka,,Asoku,,
Hakainde Hichilema,Hakainde HichileMma,Hakaxinde,Hichhle,Mma,,
"Makinwa, Stephen","Maklnwa, Stephen",Stephen,,Maklenwa,,
Marguerite Barankitse,Marg5uerite Barankitse,Marguerit,e,Barankirse,,
"Abdirahman, Abdihakem","Abdirahman, Abdhakem",Abdhakem,,Abdirahama,,
"Mbom, Ephrem","Mbom, Efhrem",Efhrem,,Mbom,,
"Duarte, Bela","Duabte, Bela",Bella,,Duabate,,
"Belaid, Tijani",Belaid Tijani,Belai,,Tijani,,
Tessema Absher,Teswsema Absher,Tessama,,Absher,,
Amha Selassie,Amha Selassae,Amha,,Selassae,,
"Djoussouf, Abbas","Djossouf, Abbas",Abbas,,Djossouf,,
Tsehaiwork Darge,Tsehaiwork  Darge,Tsehaiwiro,,Darge,,
"Keshi, Stephen",Keshi Stephen,Keshi,,Stephen,,
"Metref, Hocine","Metref,Hocine",Hocine,,Metre,,
Edmund Morris,"Edmund,Morris",Morris,,Edmund,,
"Olympio, Sylvanus","Olympio, Sylvans",Sylvans,,Olumpio,,
Ibrahim Babangida,Iubrahim Babangida,Iubrahim,,Babangida,,
"Diamoutene, Souleymane","Deiamoutene, Souleymane",a,Soulemang,Deiamouten,,
"Ugbusien, Moses","Ugbusin, Moses",Moses,,Ubusin,,
Sone Aluko,Sone Alubko,Sone,,Alubo,,
"Ha-Dani, Eldad","a-Dani, Eldad",Eldad,,Dani,,
Moses Ashikodi,Moses  Ashikodi,Moses,,Ashiikodi,,
Ronald Snapper,Fonald Snapper,Fonald,,Senapper,,
Taytu Betul,Taytu Betu,Tatu,,Betu,,
"Oyinlola, Olagunsoye","Oyinlla, Olagunsoye",Olagunsole,,Oginalla,,
Yobes Ondieki,Ybes Ondieki,Yubes,,Ondeki,,
"Afro, Teddy","Afro,.Teddy",Teddy,,Argo,,
Gerrie Snyman,GIrrie Snyman,Garrie,,Snyman,,
"Ekpe, Simeon","Ekpe, STimeon",Timeon,,Ekpe,,
"Bizu, Sifrash","Bizu, Sifrosh",Sifrosh,,Bizu,,
Tito Chingunji,Tito Cbingunji,Tito,,Chengini,,
"Lacarne, Belaid",Lacarne. Belaid,Belai,,Lacarne,,
Akintola Deko,Akintoa Deko,Akintya,,Deko,,
"Kitamirike, Joel",Kitamirike  Joel,Kitamirike,,Joel,,
"Nwosu, Julius","Nwpsu, Julius",Julius,,Nepsu,,
Alaixys Romao,Alaixys.Romao,Alailsy,,Rommao,,
"Yahia, Alaeddine","Yahia,.Alaeddine",Alayeddine,,Yahia,,
Osei Kofi Tutu I,Osei Kofi utu I,Kofi,Stu I,Osei,,
Mikel John OBI,Mikel  John OBI,Mikel,John,O,,
Nana Osei Bonsu II,Nana Osei Bonsu MII,Nayna,Osei,Bonseu,,MD
William Drew Robeson I,William Drew RobesoYn I,William,Drew,Robeson,,II
Mari Djata II,Mqri Djata II,Mari,,Dejata,,III
