original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Bisoye Tejuoso,Bisoye Tejuoso,Bisoye,,Tejuoso,,
"Maduka, John","Maduka, John",John,,Maduka,,
"Cheapoo, Chea","Cheapoo, Chea",Chea,,Cheapoo,,
"Girone, Remo","Girone, Remo",Remo,,Girone,,
Muumin Aadan,Muumin Aadan,Muumin,,Aadan,,
"Bungei, Wilfred","Bungei, Wilfred",Wilfred,,Bungei,,
Liya Kebede,Liya Kebede,Liya,,Kebede,,
"Burger, Sarel","Burger, Sarel",Sarel,,Burger,,
Shawn Gericke,Shawn Gericke,Shawn,,Gericke,,
Koranteng Amoako,Koranteng Amoako,Koranteng,,Amoako,,
"Ouma, Kassim","Ouma, Kassim",Kassim,,Ouma,,
"Tesfaw, Adamu","Tesfaw, Adamu",Adamu,,Tesfaw,,
Richard Leakey,Richard Leakey,Richard,,Leakey,,
Ibrahim Idris,Ibrahim Idris,Ibrahim,,Idris,,
"Obiku, Michael","Obiku, Michael",Michael,,Obiku,,
"Morello, Tom","Morello, Tom",Tom,,Morello,,
"Nsibambi, Apolo","Nsibambi, Apolo",Apolo,,Nsibambi,,
Kuku Sebsebe,Kuku Sebsebe,Kuku,,Sebsebe,,
"Wube, Tiruwork","Wube, Tiruwork",Tiruwork,,Wube,,
Yibeltal Admassu,Yibeltal Admassu,Yibeltal,,Admassu,,
"Mekuria, Zelalem","Mekuria, Zelalem",Zelalem,,Mekuria,,
Moussa Coulibaly,Moussa Coulibaly,Moussa,,Coulibaly,,
"Ellison, Chris","Ellison, Chris",Chris,,Ellison,,
Za Dengel,Za Dengel,Za,,Dengel,,
"Waruinge, Philip","Waruinge, Philip",Philip,,Waruinge,,
Zain Verjee,Zain Verjee,Zain,,Verjee,,
"Modo, Ben","Modo, Ben",Ben,,Modo,,
"Otieno, Musa","Otieno, Musa",Musa,,Otieno,,
Djamel Abdoun,Djamel Abdoun,Djamel,,Abdoun,,
"Aggudey, George","Aggudey, George",George,,Aggudey,,
Souleymane Youla,Souleymane Youla,Souleymane,,Youla,,
"Rabarivony, Franck","Rabarivony, Franck",Franck,,Rabarivony,,
Marco Airosa,Marco Airosa,Marco,,Airosa,,
"Boateng, Paul","Boateng, Paul",Paul,,Boateng,,
"Whitehead, Edgar","Whitehead, Edgar",Edgar,,Whitehead,,
"Codjia, Coffi","Codjia, Coffi",Coffi,,Codjia,,
"Akuda, Fanizani","Akuda, Fanizani",Fanizani,,Akuda,,
Vida Nsiah,Vida Nsiah,Vida,,Nsiah,,
"Kabadi, Haroun","Kabadi, Haroun",Haroun,,Kabadi,,
Samson Godwin,Samson Godwin,Samson,,Godwin,,
"Black, Byron","Black, Byron",Byron,,Black,,
Ezra Sambu,Ezra Sambu,Ezra,,Sambu,,
Caroline Chikezie,Caroline Chikezie,Caroline,,Chikezie,,
"Gripper, Trevor","Gripper, Trevor",Trevor,,Gripper,,
Rudy Haddad,Rudy Haddad,Rudy,,Haddad,,
Hidipo Hamutenya,Hidipo Hamutenya,Hidipo,,Hamutenya,,
"Moumban, Karim","Moumban, Karim",Karim,,Moumban,,
Habib Galhia,Habib Galhia,Habib,,Galhia,,
"Munyaneza, Henri","Munyaneza, Henri",Henri,,Munyaneza,,
Mbulaeni Mulaudzi,Mbulaeni Mulaudzi,Mbulaeni,,Mulaudzi,,
"Moses, Victor","Moses, Victor",Victor,,Moses,,
"Raho, Slimane","Raho, Slimane",Slimane,,Raho,,
Richard Mateelong,Richard Mateelong,Richard,,Mateelong,,
"Baidoo, Stephen","Baidoo, Stephen",Stephen,,Baidoo,,
Yemane Baria,Yemane Baria,Yemane,,Baria,,
"Plaatjies, Sydney","Plaatjies, Sydney",Sydney,,Plaatjies,,
"Asokuh, Eloka","Asokuh, Eloka",Eloka,,Asokuh,,
Hakainde Hichilema,Hakainde Hichilema,Hakainde,,Hichilema,,
Marguerite Barankitse,Marguerite Barankitse,Marguerite,,Barankitse,,
Adewale Olukoju,Adewale Olukoju,Adewale,,Olukoju,,
"Duarte, Bela","Duarte, Bela",Bela,,Duarte,,
Abdalla Jabir,Abdalla Jabir,Abdalla,,Jabir,,
Tessema Absher,Tessema Absher,Tessema,,Absher,,
"Selassie, Wolde","Selassie, Wolde",Wolde,,Selassie,,
Amha Selassie,Amha Selassie,Amha,,Selassie,,
"Keshi, Stephen","Keshi, Stephen",Stephen,,Keshi,,
Michael Ibru,Michael Ibru,Michael,,Ibru,,
"Metref, Hocine","Metref, Hocine",Hocine,,Metref,,
Edmund Morris,Edmund Morris,Edmund,,Morris,,
"Olympio, Sylvanus","Olympio, Sylvanus",Sylvanus,,Olympio,,
Ibrahim Babangida,Ibrahim Babangida,Ibrahim,,Babangida,,
"Diamoutene, Souleymane","Diamoutene, Souleymane",Souleymane,,Diamoutene,,
Aberra Molla,Aberra Molla,Aberra,,Molla,,
Sone Aluko,Sone Aluko,Sone,,Aluko,,
Moses Ashikodi,Moses Ashikodi,Moses,,Ashikodi,,
"Martins, Obafemi","Martins, Obafemi",Obafemi,,Martins,,
Ronald Snapper,Ronald Snapper,Ronald,,Snapper,,
"Kiptanui, Moses","Kiptanui, Moses",Moses,,Kiptanui,,
Taytu Betul,Taytu Betul,Taytu,,Betul,,
"Oyinlola, Olagunsoye","Oyinlola, Olagunsoye",Olagunsoye,,Oyinlola,,
Yobes Ondieki,Yobes Ondieki,Yobes,,Ondieki,,
"Uti, Sunday","Uti, Sunday",Sunday,,Uti,,
Thomas Nimely,Thomas Nimely,Thomas,,Nimely,,
"Afro, Teddy","Afro, Teddy",Teddy,,Afro,,
Sammy Korir,Sammy Korir,Sammy,,Korir,,
Kenyan British,Kenyan British,Kenyan,,British,,
"Metefara, Marcel","Metefara, Marcel",Marcel,,Metefara,,
Gerrie Snyman,Gerrie Snyman,Gerrie,,Snyman,,
"Ekpe, Simeon","Ekpe, Simeon",Simeon,,Ekpe,,
"Lacarne, Belaid","Lacarne, Belaid",Belaid,,Lacarne,,
Achilla Orru,Achilla Orru,Achilla,,Orru,,
"Owu, George","Owu, George",George,,Owu,,
Akintola Deko,Akintola Deko,Akintola,,Deko,,
Salma Kikwete,Salma Kikwete,Salma,,Kikwete,,
"Nwosu, Julius","Nwosu, Julius",Julius,,Nwosu,,
"Yahia, Alaeddine","Yahia, Alaeddine",Alaeddine,,Yahia,,
Nana Osei Bonsu II,Nana Osei Bonsu II,Nana,Osei,Bonsu,,II
Mass Sarr Jr,Mass Sarr Jr,Mass,,Sarr,,Jr
Mari Djata II,Mari Djata II,Mari,,Djata,,II
