original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Pittman, Eliana","Pittman, Eliaa",Eliana,,Pittman,,
"Mendes, Elvira","Mendes,  Elvira",Elvira,,Mendes,,
"Vega, Makenzie","Vega,Makenzie",Makenzie,,Vega,,
Fernanda Montenegro,Fernanda  Montenegro,Fernanda,,Montenegro,,
Ricardo Villa,"Ricardo Vi,lla",Ricardo,,Villa,,
Fanny Lu,Facnny Lu,Fanny,,Lu,,
"Family, Parra","Fmily, Parra",Parra,,Family,,
"Cruz, Joaquim","Cruz,Joaquim",Joaquim,,Cruz,,
Claudio Naranjo,Claudio.Naranjo,Claudio,,Naranjo,,
Arnaldo Coelho,ArnaldoCoelho,Arnaldo,,Coelho,,
Patricio Urrutia,Patrcio Urrutia,Patricio,,Urrutia,,
"Burgos, Roxana","Burgos,  Roxana",Roxana,,Burgos,,
Marisa Monte,Ma4isa Monte,Marisa,,Monte,,
Francesca Hawkins,Francevca Hawkins,Francesca,,Hawkins,,
"Nunes, Vasco","Nunes,, Vasco",Vasco,,Nunes,,
"Torres, Dilson","ToLrres, Dilson",Dilson,,Torres,,
"Aydar, Mariana","Aydar,Mariana",Mariana,,Aydar,,
"Marinello, Beatriz","MariKnello, Beatriz",Beatriz,,Marinello,,
Daniel Hernandes,Daniel Hrnandes,Daniel,,Hernandes,,
"Estrada, Emilio","Estrada,,Emilio",Emilio,,Estrada,,
Patricia Janiot,Patricia  Janiot,Patricia,,Janiot,,
"Naveira, Natalie","Na7veira, Natalie",Natalie,,Naveira,,
"Calomino, Pedro","Calomino,Pedro",Pedro,,Calomino,,
Colin Rivas,ColinRivas,Colin,,Rivas,,
George Forsyth,George ForsytZh,George,,Forsyth,,
Carlos Soublette,Carlos.Soublette,Carlos,,Soublette,,
"Wirth, Oscar",Wirth. Oscar,Oscar,,Wirth,,
"Preussler, Roxana","Preussler, gRoxana",Roxana,,Preussler,,
Marcelo Branco,Marcelo  Branco,Marcelo,,Branco,,
Roland Blanco,Roland  Blanco,Roland,,Blanco,,
"Duroc, Geraud","Duroc,Geraud",Geraud,,Duroc,,
Gustavo Dezotti,Gustavo  Dezotti,Gustavo,,Dezotti,,
"Barros, Leila","Barros, LeiEla",Leila,,Barros,,
Diego Tardelli,DiegTo Tardelli,Diego,,Tardelli,,
Krista Allen,Krista  Allen,Krista,,Allen,,
"Empire, Inca","Empire,, Inca",Inca,,Empire,,
"Carey, Mariah","Carey,,Mariah",Mariah,,Carey,,
"Serna, Mauricio","Serna,.Mauricio",Mauricio,,Serna,,
Ennio Candotti,Enhnio Candotti,Ennio,,Candotti,,
Carlota Castrejana,Carlota.Castrejana,Carlota,,Castrejana,,
"Bozano, Julio","Bozano,  Julio",Julio,,Bozano,,
"Dimenstein, Gilberto","Dimenstein, fGilberto",Gilberto,,Dimenstein,,
Rubens Farias Jr.,Rubens Farias J.,Rubens,,Farias,,Jr
Diego Almagro II,Diego Almagro I,Diego,,Almagro,,II
Juan Manuel Fangio II,Juan Manuel  Fangio II,Juan,Manuel,Fangio,,II
