original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Alexander Windsor,AlexanderWindsor,Alexander,,Windsor,,
Charles Wilmot,Charles  Wilmot,Charles,,Wilmot,,
Bob Shankly,Bob ShaZnkly,Bob,,Shankly,,
"Silver, Millicent","Silver,Millicent",Millicent,,Silver,,
Joseph Hewitt,JosephHewitt,Joseph,,Hewitt,,
Nigel Roebuck,Nigel.Roebuck,Nigel,,Roebuck,,
Alfred Tasker,Al6fred Tasker,Alfred,,Tasker,,
"Mordt, Nils","MoDrdt, Nils",Nils,,Mordt,,
Robert Bell,Robrt Bell,Robert,,Bell,,
Tom Sykes,Tojm Sykes,Tom,,Sykes,,
George Beet Jnr.,George B0eet Jnr.,George,,Beet,,Jnr
William Rathbone III,William Rathbone  III,William,,Rathbone,,III
Henry Wise Jr.,Henry WiseJr.,Henry,,Wise,,Jr
A Jackson Jr.,A  Jackson Jr.,A,,Jackson,,Jr
Kenny Cooper Sr.,Kenny Cooper  Sr.,Kenny,,Cooper,,Sr
Andrew Hugine Jr.,Andrew Hugine Jr..,Andrew,,Hugine,,Jr
Thomas Wedgwood IV,Thomas Wedgwood  IV,Thomas,,Wedgwood,,IV
John Shaw Jr,"John Shaw,Jr",John,,Shaw,,Jr
John Wesley Work III,John Wesley Work.III,John,Wesley,Work,,III
Josiah Wedgwood III,Josiah Wedgwood  III,Josiah,,Wedgwood,,III
