original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Kong, Wah Kau","Kong,  Wah Kau",Wah,Kai,Kong,,
Amolak Rathan Kohli,Amolak Rathan 5Kohli,Amolak,Rathana,Kohli,,
"Thakur, Ram Singh","Thaur, Ram Singh",Ram,Singh,Thaur,,
Tonse Madhav Ananth Pai,Tons Madhav Ananth Pai,Tons,Madhav Ananth,Pai,,
Abhinn Shyam Gupta,Abhinn Shtam Gupta,Abhinna,Shatam,Gupta,,
"Gill, Piara Singh","Gill, Piara Sinvh",Piarra,Sin,Gill,,
Ma Mon Luk,Ma Mon Lu,Mon,,Lu,Ms,
"Wan, Khaw Boon","Wa, Khaw Boon",Kha,Boon,Wa,,
Kulwant Singh Pannu,Kulwrant Singh Pannu,Kulagant,Singh,Pannu,,
Mohamed Ali Khan Walajan,Mohamed AliKhan Walajan,Mohamed,Alihan,Walajan,,
V R Naren Kumar,V R NarenKumar,Bic,Naren,Kumar,,
Liu Kai Chi,Liu Ki Chi,Liu,Kim,Chi,,
"Kanemichi, Fujiwara No","Kanemichi, Fujiwaba No",Fujiwaba,No,Kanemichi,,
Oh Man Seok,O Man Seok,O,Man,Seo,,
Kim Kwan Cheol,Kim Kwan CBeol,Kim,Kan,Beol,,
"Akimitsu, Fujiwara No","Akimitsu, hujiwara No",Hujiwara,No,Akimitsz,,
Satyendra Narayan Sinha,Satyendra  Narayan Sinha,Satyendra,Narayan,Sinhia,,
"Chan, Ngeow Sze","Cha, Ngeow Sze",Ngeow,Sze,Chaw,,
Vishnu Sakharam Khandekar,Vihnu Sakharam Khandekar,Vinu,Sakharam,Khandekar,,
Tsutsui Jomyo Meishu,Tsutsui  Jomyo Meishu,Tsutshi,Jommy,Meishu,,
Brij Lal Varma,Brii Lal Varma,Bric,Lal,Varma,,
"Urs, D Devaraj","Ur, D Devaraj",D,Devaraj,Ur,,
Choi Soo Jong,ChoiSoo Jong,Chi,Soo,Jong,,
"Patel, H M","Patel,  H M",H,,Patel,,MD
V K Krishna Menon,V K Krishna 8Menon,V,K Kristina,Menon,,
"Sano, Roy I","Sanl, Roy I",Roy,I,San,,
Cathy Bao Bean,Cathy ao Bean,Cathy,Ay,Bean,,
Jong Won Park,JNong Won Park,Nong,Won,Park,,
"Yue, Wong Chun","Ye, Wong Chun",Wong,Chun,Ye,,
Cheung Man Kwong,Cheung Man Kong,Cheung,Man,Kong,,
"Basheer, Vaikom Muhammad","Bashee9, Vaikom Muhammad",Vakom,Muhammad,Bashee,,
"Sang, Gaston Tong","Sang, Gavton Tong",Gavton,Tong,Sang,,
T N Kaul,T.N Kaul,T,N,Kau,,
"Yin, Chung Ho",Yin Chung Ho,Yin,Chung,Ho,,
Bhai Taru Singh,"Bhai,Taru Singh",Taru,Singh,Bhai,,
"Rao, Akkineni Nageswara","Rao,, Akkineni Nageswara",Akkineni,Nagesewara,Rao,,
Qin Er Shi,Qif Er Shi,Qif,E,Shi,,
"Korenari, Fujiwara No","Korenari, F0ujiwara No",Fbujitara,No,Korenali,,
Muhammad Hidayat Ullah,Mumhammad Hidayat Ullah,Muhhammad,Hidayat,Ullah,,
"Baba, Sant Gadge","Babz, Sant Gadge",Sant,Gadge,Babz,,
Mani Damodara Chakyar,Mlani Damodara Chakyar,Melani,Damodada,Chakyar,,
"Singh, Bhai Taru","Singh, Bha Taru",Bha,Taru,Singh,,
R V Raveendran,R V Raveendr9an,R,V,Ravendarda,,MD
"Ki, Chan Siu","Ki, Chan Si",Chan,,Ki,,Sr
"Chuen, Tsang Lap","Chupen, Tsang Lap",Tang,Lap,Chuphen,,
Girdhari Lal Bhargava,"Girdhari Lal,Bhargava",f,Bhargava,Girdharil,,
"Eng, Yeap Cheng","Eng,, Yeap Cheng",Yeap,Cheng,Engel,,
Pan Yin Tze,Pan in Tze,Panmin,,Tze,,
"Koretada, Fujiwara No","Koretada, Fujiwara NEo",Fujiwara,Je,Koretada,,
Kenji Kosaka,Kehji Kosaka,Kehi,,Kosaka,,
"Suda, Issei","Suda,.Issei",Isse,,Suda,,
Ji Mingyi,JiMingyi,Ji,,Mingiyi,,
"Daqian, Zhang","Daqian, Znang",Zanang,,Daqian,,
Hu Jinguang,H Jinguang,Jinguang,,H,,
"Agnihotri, Bharat","Agnihotri,Bharat",Bharat,,Agnihofr,,
Frederic Thesiger,Frederic Thlsiger,Frederick,,Tholsiger,,
"Yunhe, Pan","Yunhe, Pax",Pax,,Yunhe,,
Gengshi Han,Gen2shi Han,Genshi,,Han,,
"Amritraj, Vijay",Amritraj Vijay,Amritraj,,Vijay,,
Satoru Iwata,Satoru Iata,Satoru,,Iata,,
"Umino, Chica",Umino Chica,Umino,,Chica,,
Song Zheyuan,SongZheyuan,Song,,Zheuran,,
"Rana, Jadi",Rana. Jadi,Rana,,Jadi,,
Motohisa Furukawa,Motohisa FurMukawa,Motohisa,Fur,Mukawa,,
"Tang, Ai","Tan, Ai",Ai,,Tan,,
Takashi Ishizeki,Takashi Ishizfeki,Takashin,,Ishizfeki,,
"Seigen, Go","Seigen, G",G,,Seigen,,
Dinshah Irani,Dinshah Irasni,Dinshah,,Irasni,,
"Mochizuki, Masaaki","Mochizuki, Masaki",Masaki,,Mochizuki,,
"Kowashi, Inoue","Kowahi, Inoue",Inoue,,Kowahi,,
Nobuyoshi Kuwano,Nobuyosh Kuwano,Nobush,,Kuwano,,
"Morishima, Takeshi",Morishima Takeshi,Morishima,,Takeshi,,
Kansei Nakano,Kanzei Nakano,Kanzei,,Nakano,,
Eiji Iwamoto,UEiji Iwamoto,Eiki,,Iwamoto,,
"Srivastav, Raju","Srivastav,, Raju",Raju,,Srivastava,,
"Mupnar, Perumal",Mupnar  Perumal,Muponar,,Perumal,,
Lai Heng,Lai Yeng,Lai,,Yeng,,
"Baskaran, Sathasivam","aBaskaran, Sathasivam",Sathasivaj,,Baskaran,,
Takashi Otsuka,2akashi Otsuka,Aakashi,,Otsuka,,
"Yucheng, Wang","ucheng, Wang",Wang,,Cucheng,,
Chen Jieru,Chen JiUeru,Chen,,Jiere,,
"Tingfang, Bie","TingfanKg, Bie",Bike,,Tinggang,,
"Chikafusa, Kitabatake","Chikafusa, Kitaatake",Kitatak,,Chikafusa,,
Janardhana Poojary,Janfardhana Poojary,Janfardhan,a,Poojary,,
"Taniguchi, Tomoko","Faniguchi, Tomoko",Tomoko,,Faniguchi,,
Tiruppur Kumaran,Tiruppur  Kumaran,Tiruppir,,Kumaran,,
"Weifeng, Li","Weifeng, LVi",Lei,,Weifeng,,
Gao Qipei,Gao.Qipei,Qipei,,Gao,,
"Takamachi, Nanoha","Takamachi,, Nanoha",Nanoha,,Takamachic,,
Hirohiko Araki,Hirohko Araki,Araki,,Hirohko,,
Ieng Sary,Iens Sary,Iens,,Sary,,
Yang Guozhong,Yang Guozhohg,Yang,,Guothoug,,
"Adhikari, Hemu","Adhikari, Hem",Hem,,Adhikari,,
Chino Moreno,hino Moreno,Mino,,Moreno,,
"Kobayashi, Tomoki","Kobayashi,.Tomoki",Tomok,,Kobayashi,,
"Ito, Tatsuya","Uto, Tatsuya",Tatsuya,,Uto,,
"Sadamasa, Okudaira","Sadamasa, OkudaQra",Okuda,Qra,Sadamasa,,
"Singh, Bijendra","Singh, BTjendra",Bujendra,,Singh,,
"Lim, Hyun","Lim, Hyub",Hub,,Lim,,
Weichang Chien,Weidhang Chien,Weidhang,,Chien,,
"Peshwe, Moropant","Yeshwe, Moropant",Moropant,,Yeshe,,
Kumar Navaratnam,Kuma Navaratnam,Kuma,,Navaratnam,,
"Saluja, Renu","Saluja, Fenu",Fenu,,Saluja,,
Jayarama Reddy,ayarama Reddy,Ayarama,,Reddy,,
"Guan, Tong","Guan,, Tong",Tong,,Guant,,
"Shoujing, Guo","Shoujing,, Guo",Guo,,Shouking,,
Dodda Ganesh,Ddda Ganesh,Dada,,Ganesh,,
"Ranatunga, Nishantha","Rasatunga, Nishantha",Nishantha,,Rasatunga,,
Yutaka Higuchi,PYutaka Higuchi,P,Yutaka,Higuchi,,
Pohl Trial,Pohl  rial,Rial,,Pohl,,
"Junjiro, Takakusu",Junjiro. Takakusu,Junjiro,,Takakusu,,
"Xizhi, Wang",Xizhi Wang,Xizhi,,Wang,,
"Kakichi, Uchida","Kakichi,, Uchida",Uchida,,Kakichic,,
"Watanabe, Tomoyoshi","Watanabe, Tmoyoshi",Timoyosh,,Watanabe,,
Shivappa Nayaka,Shivappa Naaka,Nalaka,,Shivappa,,
"Devi, Leela","Devi, Leelaa",Leelaa,,Devi,,
Pang Jiaying,Png Jiaying,Jiaying,,Png,,
"Tadashige, Takatoriki","Tadashige, Takatorik",Takatork,,Tadashige,,
Shinji Wada,Shinj Wada,Shin,,Wada,,
Takashi Inui,Takshi Inui,Takshi,,Ini,,
"Kurihara, Harumi","Kurihlra, Harumi",Harumi,,Kuriklra,,
Bobby Deol,Bobby eol,Bobby,,Eo,,
"Gongyao, Zhang","GongyaBo, Zhang",Zhang,,Gongyan,,
"Nair, Damodran","Nai, Damodran",Damomran,,Nai,,
Liu Chuyu,Lu Chuyu,Lu,,Chuy,,
Micheal Nakamura,Micheal Nakaaura,Micheal,,Nakaaura,,
Rajshree Pathy,Rajsheee Pathy,Rajshee,,Pathy,,
"Yumemakura, Baku","Yumemakura, Bsku",Beku,,Yumemakura,,
"Du Rowa, Gateau","Du Rowa, Gwteau",Geteau,,Dufrowa,,
"Usagi, Miyamoto","UsagRi, Miyamoto",Miyamoto,,Usagri,,
Gong Lijiao,Gozng Lijiao,Gozang,,Lijiao,,
"Pandit, Ramai","Panqit, Ramai",Ramai,,Panait,,
Raj Narain,Ran Narain,Ran,,Narain,,
"Kondo, Koji","KJondo, Koji",Koji,,Jondo,,
Reema Sen,Reema.Sen,Reemal,,Sen,,
"Naoyori, Shinjo","Naoyori, Shino",Shino,,Naoyori,,
Ma Zhong,M Zhong,M,,Zhong,,
"Panchbhai, Bhau",Panchbhai. Bhau,Panchhai,,Bhau,,
Sun Xiu,Sun iu,Sun,,Su,,
"Guangyi, Wang","Guwngyi, Wang",Wang,,Guingyi,,
Keel Lorentz,Keel Lorenz,Keel,,Loren,,
Hughes Eng,"Hughes,Eng",Eng,,Hughes,,
"Tong, Zhou","Tong, Zuou",Zuou,,Tong,,
Nainendra Nand,Jainendra Nand,Jainendra,,Nand,,
"Fzono, Aqi","Fzzono, Aqi",Aqi,,Fazzono,,
Black Box,Black  Box,Black,,Bo,,
"Nijimura, Okuyasu","Nijimur, Okuyasu",Okuyasu,,Niimur,,
Ashikaga Tadayoshi,"Ashikaga,Tadayoshi",Tadayoshi,,Ashikaga,,
"Nagayasu, Hirano","Nagayacsu, Hirano",Hirano,,Nagayacu,,
Prem Kumar,Prem humar,Prem,,Humar,,
"Takai, Miho","Takai, Mi0ho",Mikho,,Takai,,
Yukimasa Obi,Yukimaa Obi,Yukimara,,Obi,,
"Kawasaki, Audrey","KYwasaki, Audrey",Audrey,,Kwasaki,,
"Moritomo, Saegusa","Moyitomo, Saegusa",Saegusa,,Moytomo,,
Mir Qasim,MirQasim,Mit,,Qasim,,
"Tulsi, Acharya","Tulsi, Achar5a",Achara,,Tulsi,,
Arvind Dave,"Arvind D,ve",Arvind,,Dove,,
"Ma, Lao","Ms, Lao",Lao,,Mas,,
Telugu Talli,Teluu Talli,Telu,,Talli,,
"Jun, Shiraoka","Ju, Shiraoka",Shiraoka,,Ju,,
Lok Yiu,Lo Yiu,Lo,,Yu,,
"Zan, Ni",Zan Ni,Zan,,Ni,,
"Kadphises, Kujula","Kadphises, Kujul1a",Kukula,,Kadphies,,
Lin Ying,Lin ing,Lin,,Ing,,
"Kanvinde, Achyut","Kanvindqe, Achyut",Achut,,Kanvinde,,
Karam Singh,Kaam Singh,Kaam,,Singh,,
Xiao Yanling,Xiaq Yanling,Xia,,Yanling,,
"Saburo, Mutsumi","Saburo, Mutaumi",Mutaumi,,Saburo,,
Sri Nagesh,Sri Nagsh,Sri,,Nagsh,,
"Zhaoying, Ye","Zhaoying,.Ye",Ye,,Zhaooing,,
"Onuki, Keiko","OnuVi, Keiko",Keiko,,Onufi,,
Rajendra Chola III,"Rajendra,Chola III",Chola,,Rajendra,,III
Krishna Raja Wadiyar IV,Krishna Raja Wadiyar UV,Krishna,Raja,Wadiyar,,Jr
Kulothunga Chola I,KulothungaChola I,Kulothania,,Chola,,II
Shah Jahan III,Shah Kahan III,Kathan,,Shah,,III
Maharaja Sayajirao Gaekwad III,rMaharaja Sayajirao Gaekwad III,Maharaja,Sayayakao,Gaekwad,,III
Veera Ballala I,Veera Ballaa I,Veera,Ballata,I,,
Wakanohana Kanji II,akanohana Kanji II,Kanji,,Akanohana,,II
Virupaksha Raya II,Virupaksha Rfaya II,Virqhaksha,,Reaya,,II
Mihira Bhoja I,Mihira  Bhoja I,Mikhira,,Bhoja,,II
Rajendra Choda II,Rajrndra Choda II,Rajrindra,,Choda,,II
Bukka Raya II,Gukka Raya II,Gukka,,Raya,,III
Rajendra Chola II,Rajendra Chola aII,Rajendra,,Chollan,,III
Narasaraja Wodeyar II,Narasaraja Wodeyar I,Narasaraja,Wodeyar,I,,
Parantaka Chola II,Parantaka Chola VI,Parantaka,Chola,Vi,,
Raja Raja Chola I,Raja Raja CShola I,Raja,Raja,Shola,,II
