original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Waruinge, Philip","Waruinge, P7ilip",P7ilip,,Waruinge,,
Stanford Derere,StanfordDerere,Stanford,,Derere,,
"Otieno, Musa","OtieVo, Musa",Musa,,OtieVo,,
"Aggudey, George","Aggudey, Gorge",Gorge,,Aggudey,,
"Rabarivony, Franck","Rabarivony, Franc",Franc,,Rabarivony,,
Marco Airosa,Marco  Airosa,Marco,,Airosa,,
"Boateng, Paul","Boateng, Haul",Haul,,Boateng,,
Yimam Yejju,Yimam ejju,Yimam,,ejju,,
"Whitehead, Edgar","Whitehead,  Edgar",Edgar,,Whitehead,,
Tom Nyariki,Tom Nyarii,Tom,,Nyarii,,
"Codjia, Coffi","CodRjia, Coffi",Coffi,,CodRjia,,
Jadavji Jesani,JadavjiJesani,Jadavji,,Jesani,,
"Akuda, Fanizani","Akuda, Fmnizani",Fmnizani,,Akuda,,
Vida Nsiah,Voida Nsiah,Voida,,Nsiah,,
"Kabadi, Haroun","Kabadi, Harun",Harun,,Kabadi,,
"Black, Byron","Black, Byroun",Byroun,,Black,,
"Benikhlef, Amar","Benikhlef,Amar",Amar,,Benikhlef,,
"Gripper, Trevor","Grilper, Trevor",Trevor,,Grilper,,
Rudy Haddad,Rudy Hasdad,Rudy,,Hasdad,,
"Dibaba, Ejegayehu","Dibaba, Ejeayehu",Ejeayehu,,Dibaba,,
"Lwanga, Carl","Lwangs, Carl",Carl,,Lwangs,,
Hidipo Hamutenya,Hldipo Hamutenya,Hldipo,,Hamutenya,,
Habib Galhia,Habib  Galhia,Habib,,Galhia,,
"Aga, Alemu","Aga,Alemu",Alemu,,Aga,,
"Moses, Victor","Mosejs, Victor",Victor,,Mosejs,,
Fro Adu,FroAdu,Fro,,Adu,,
"Raho, Slimane","Raho, Simane",Simane,,Raho,,
Richard Mateelong,Richard  Mateelong,Richard,,Mateelong,,
Gloria Kemasuode,Gl7ria Kemasuode,Gl7ria,,Kemasuode,,
Yemane Baria,YemaneBaria,Yemane,,Baria,,
"Plaatjies, Sydney","Paatjies, Sydney",Sydney,,Paatjies,,
Tekle Haymanot,TePle Haymanot,TePle,,Haymanot,,
"Asokuh, Eloka","Asokuh,Eloka",Eloka,,Asokuh,,
"Makinwa, Stephen","Maklnwa, Stephen",Stephen,,Maklnwa,,
"Abdirahman, Abdihakem","Abdirahman, Abdhakem",Abdhakem,,Abdirahman,,
Adewale Olukoju,Adewale  Olukoju,Adewale,,Olukoju,,
"Mbom, Ephrem","Mbom, Efhrem",Efhrem,,Mbom,,
Ali Shah,Ali SQhah,Ali,,SQhah,,
"Duarte, Bela","Duabte, Bela",Bela,,Duabte,,
Abdalla Jabir,AbdallaJabir,Abdalla,,Jabir,,
Tessema Absher,Teswsema Absher,Teswsema,,Absher,,
"Selassie, Wolde","Selassie,.Wolde",Wolde,,Selassie,,
Amha Selassie,Amha Selassae,Amha,,Selassae,,
"Djoussouf, Abbas","Djossouf, Abbas",Abbas,,Djossouf,,
Tsehaiwork Darge,Tsehaiwork  Darge,Tsehaiwork,,Darge,,
Michael Ibru,Michael Iqbru,Michael,,Iqbru,,
"Metref, Hocine","Metref,Hocine",Hocine,,Metref,,
"Olympio, Sylvanus","Olympio, Sylvans",Sylvans,,Olympio,,
Ibrahim Babangida,Iubrahim Babangida,Iubrahim,,Babangida,,
Aberra Molla,Aberra  Molla,Aberra,,Molla,,
"Ugbusien, Moses","Ugbusin, Moses",Moses,,Ugbusin,,
Sone Aluko,Sone Alubko,Sone,,Alubko,,
Moses Ashikodi,Moses  Ashikodi,Moses,,Ashikodi,,
"Martins, Obafemi","MartiDns, Obafemi",Obafemi,,MartiDns,,
Ronald Snapper,Fonald Snapper,Fonald,,Snapper,,
"Kiptanui, Moses","Kiptanui, Mos3s",Mos3s,,Kiptanui,,
Taytu Betul,Taytu Betu,Taytu,,Betu,,
"Oyinlola, Olagunsoye","Oyinlla, Olagunsoye",Olagunsoye,,Oyinlla,,
Yobes Ondieki,Ybes Ondieki,Ybes,,Ondieki,,
"Uti, Sunday","Uti,Sunday",Sunday,,Uti,,
Thomas Nimely,Thmas Nimely,Thmas,,Nimely,,
Sammy Korir,Samy Korir,Samy,,Korir,,
"Wek, Alek","Wek, FAlek",FAlek,,Wek,,
Kenyan British,Kenyan  British,Kenyan,,British,,
"Metefara, Marcel","Metefara, Mfarcel",Mfarcel,,Metefara,,
Gerrie Snyman,GIrrie Snyman,GIrrie,,Snyman,,
"Ekpe, Simeon","Ekpe, STimeon",STimeon,,Ekpe,,
"Bizu, Sifrash","Bizu, Sifrosh",Sifrosh,,Bizu,,
Tito Chingunji,Tito Cbingunji,Tito,,Cbingunji,,
Achilla Orru,Achilla  Orru,Achilla,,Orru,,
Akintola Deko,Akintoa Deko,Akintoa,,Deko,,
Salma Kikwete,Salma Ki1kwete,Salma,,Ki1kwete,,
"Nwosu, Julius","Nwpsu, Julius",Julius,,Nwpsu,,
Alaixys Romao,Alaixys.Romao,Alaixys,,Romao,,
"Yahia, Alaeddine","Yahia,.Alaeddine",Alaeddine,,Yahia,,
Mikel John OBI,Mikel  John OBI,Mikel,,John,,OBI
Nana Osei Bonsu II,Nana Osei Bonsu MII,Nana,Osei,Bonsu,,MII
Mass Sarr Jr,NMass Sarr Jr,NMass,,Sarr,,Jr
William Drew Robeson I,William Drew RobesoYn I,William,Drew,RobesoYn,,I
Habib Bourguiba Jr.,HabHib Bourguiba Jr.,HabHib,,Bourguiba,,Jr
Mari Djata II,Mqri Djata II,Mqri,,Djata,,II
