original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Coghen, Mercedes","Coghen, Meprcedes",Meprcedes,,Coghen,,
Otavio Juliano,Otavio Julian5o,Otavio,,Julian5o,,
"Santos, Kelson","Eantos, Kelson",Kelson,,Eantos,,
Paulo Duarte,Paulo DuarXte,Paulo,,DuarXte,,
"Vergara, Unai","Vergafa, Unai",Unai,,Vergafa,,
Sitti Navarro,Sitti Nabarro,Sitti,,Nabarro,,
"Pittman, Eliana","Pittman, Eliaa",Eliaa,,Pittman,,
Pedro Bordaberry,Pedro Bordberry,Pedro,,Bordberry,,
"Mendes, Elvira","Mendes,  Elvira",Elvira,,Mendes,,
"Angelelli, Enrique","Angelelli, Enriqie",Enriqie,,Angelelli,,
"Motos, Teresa","Motos, TerDesa",TerDesa,,Motos,,
Jorge Fossati,Jeorge Fossati,Jeorge,,Fossati,,
"Abrabanel, Isaac","Abrabanel, Isafac",Isafac,,Abrabanel,,
"Vega, Makenzie","Vega,Makenzie",Makenzie,,Vega,,
Claudio Milar,Claudio Milzr,Claudio,,Milzr,,
"Ribeiro, Fernanda",Ribeiro Fernanda,Fernanda,,Ribeiro,,
Fernanda Montenegro,Fernanda  Montenegro,Fernanda,,Montenegro,,
"O'Reilly, Alejandro","O'Reilly, Alejwandro",Alejwandro,,O'Reilly,,
"Belli, Laura","elli, Laura",Laura,,elli,,
Avec Tristesse,Aec Tristesse,Aec,,Tristesse,,
Shirley Gomes,Shirley omes,Shirley,,omes,,
"Pedros, Reynald","PedRos, Reynald",Reynald,,PedRos,,
Ricardo Villa,"Ricardo Vi,lla",Ricardo,,"Vi,lla",,
"Pepitone, Joe","Pepitone, Jo",Jo,,Pepitone,,
Oscar Torlacoff,Oscar  Torlacoff,Oscar,,Torlacoff,,
"Feofiloff, Paulo","FeofilofSf, Paulo",Paulo,,FeofilofSf,,
Fanny Lu,Facnny Lu,Facnny,,Lu,,
"Lezama, Raimundo","Lezama, Raimunfdo",Raimunfdo,,Lezama,,
"Family, Parra","Fmily, Parra",Parra,,Fmily,,
Marcelo Fromer,Marceko Fromer,Marceko,,Fromer,,
"Cruz, Joaquim","Cruz,Joaquim",Joaquim,,Cruz,,
"Dookeran, Winston","Dook3ran, Winston",Winston,,Dook3ran,,
Arnaldo Coelho,ArnaldoCoelho,Arnaldo,,Coelho,,
"Lombardi, Bruna","Lombardi, Brunw",Brunw,,Lombardi,,
Sergio Batista,ergio Batista,ergio,,Batista,,
"Silva, Giant","Silva, Gint",Gint,,Silva,,
Argenis Salazar,Agenis Salazar,Agenis,,Salazar,,
"Diaz, Carlos","Diz, Carlos",Carlos,,Diz,,
Patricio Urrutia,Patrcio Urrutia,Patrcio,,Urrutia,,
"Burgos, Roxana","Burgos,  Roxana",Roxana,,Burgos,,
Marisa Monte,Ma4isa Monte,Ma4isa,,Monte,,
Gabriel Heinze,Gabriel Hwinze,Gabriel,,Hwinze,,
"House, Alex","House, Alec",Alec,,House,,
Luis Scola,Luis 8Scola,Luis,,8Scola,,
"Paul, Sean","Paul, SeNn",SeNn,,Paul,,
Francesca Hawkins,Francevca Hawkins,Francevca,,Hawkins,,
Hany Kauam,Hany Kaum,Hany,,Kaum,,
"Torres, Dilson","ToLrres, Dilson",Dilson,,ToLrres,,
Sequeira Costa,SequeiraCosta,Sequeira,,Costa,,
"Aydar, Mariana","Aydar,Mariana",Mariana,,Aydar,,
Santa Fe,Manta Fe,Manta,,Fe,,
"Marinello, Beatriz","MariKnello, Beatriz",Beatriz,,MariKnello,,
Daniel Hernandes,Daniel Hrnandes,Daniel,,Hrnandes,,
Veronica Blume,Veronica Bltme,Veronica,,Bltme,,
"Terra, Gabriel","Terrs, Gabriel",Gabriel,,Terrs,,
Lyndon Hooper,Lyndon Hooger,Lyndon,,Hooger,,
"Eduardo, Carlos","Eluardo, Carlos",Carlos,,Eluardo,,
Patricia Janiot,Patricia  Janiot,Patricia,,Janiot,,
"Naveira, Natalie","Na7veira, Natalie",Natalie,,Na7veira,,
"Davidson, Elaine","Davicson, Elaine",Elaine,,Davicson,,
Ernesto Figueiredo,Ernesto FigueIredo,Ernesto,,FigueIredo,,
"Menezes, Paulo","Menees, Paulo",Paulo,,Menees,,
Pedro Diniz,Pdro Diniz,Pdro,,Diniz,,
"Calomino, Pedro","Calomino,Pedro",Pedro,,Calomino,,
Pedro Geromel,Pedro Gerlmel,Pedro,,Gerlmel,,
Camila Pitanga,Camila Pitang,Camila,,Pitang,,
"Ramon, Anselmo","Ramon, Aynselmo",Aynselmo,,Ramon,,
Colin Rivas,ColinRivas,Colin,,Rivas,,
"Amigorena, Santiago","Amigorema, Santiago",Santiago,,Amigorema,,
George Forsyth,George ForsytZh,George,,ForsytZh,,
"Buyo, Francisco","Buyo,Francisco",Francisco,,Buyo,,
"Wirth, Oscar",Wirth. Oscar,Oscar,,Wirth,,
Ricardo Sperafico,Ricayrdo Sperafico,Ricayrdo,,Sperafico,,
Flavio Davino,Flavio Davin5o,Flavio,,Davin5o,,
"Preussler, Roxana","Preussler, gRoxana",gRoxana,,Preussler,,
Marcelo Branco,Marcelo  Branco,Marcelo,,Branco,,
Roland Blanco,Roland  Blanco,Roland,,Blanco,,
"Duroc, Geraud","Duroc,Geraud",Geraud,,Duroc,,
"Plaza, Galo","Plaza, Gal",Gal,,Plaza,,
Gustavo Dezotti,Gustavo  Dezotti,Gustavo,,Dezotti,,
"Barros, Leila","Barros, LeiEla",LeiEla,,Barros,,
Diego Tardelli,DiegTo Tardelli,DiegTo,,Tardelli,,
"Barbat, Luis","BarbaQ, Luis",Luis,,BarbaQ,,
Krista Allen,Krista  Allen,Krista,,Allen,,
Cristiano Passos,Cristiano mPassos,Cristiano,,mPassos,,
"Piglia, Ricardo","Pig1ia, Ricardo",Ricardo,,Pig1ia,,
Diego Maradona,Dieg Maradona,Dieg,,Maradona,,
Ennio Candotti,Enhnio Candotti,Enhnio,,Candotti,,
"Tjon-A-Ten, Varina","Tjon-A-Ten, Varin",Varin,,Tjon-A-Ten,,
Marco Soares,Marc Soares,Marc,,Soares,,
"Bozano, Julio","Bozano,  Julio",Julio,,Bozano,,
Nuno Claro,NPuno Claro,NPuno,,Claro,,
"Alfred, Shondell","Afred, Shondell",Shondell,,Afred,,
Ted Robledo,Ted Roledo,Ted,,Roledo,,
"Camacho, Mario","Camancho, Mario",Mario,,Camancho,,
Rafael Godoy,Rafael Gody,Rafael,,Gody,,
"Dimenstein, Gilberto","Dimenstein, fGilberto",fGilberto,,Dimenstein,,
Leo Dan,Leo DaQ,Leo,,DaQ,,
"Augusto, Infante","Auguksto, Infante",Infante,,Auguksto,,
Rubens Farias Jr.,Rubens Farias J.,Rubens,,Farias,,J
H John Heinz IV,H Johb Heinz IV,H,Johb,Heinz,,IV
Diego Almagro II,Diego Almagro I,Diego,,Almagro,,I
Julio Medina III,JTlio Medina III,JTlio,,Medina,,III
Juan Manuel Fangio II,Juan Manuel  Fangio II,Juan,Manuel,Fangio,,II
