original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Habib Ben Yahia,Habib Ben Yahia,Habib,Ben,Yahia,,
"Massaoued, Amir Hadj","Massaoued, Amir Hadj",Amir,Hadj,Massaoued,,
Buka Suka Dimka,Buka Suka Dimka,Buka,Suka,Dimka,,
"Tuweni, Kamilya Mohammedi","Tuweni, Kamilya Mohammedi",Kamilya,Mohammedi,Tuweni,,
Charles N Keenja,Charles N Keenja,Charles,N,Keenja,,
"Khatib, Muhammed Seif","Khatib, Muhammed Seif",Muhammed,Seif,Khatib,,
George Mutandwa Chiweshe,George Mutandwa Chiweshe,George,Mutandwa,Chiweshe,,
"Ameir, Kheri Khatib","Ameir, Kheri Khatib",Kheri,Khatib,Ameir,,
Theophilus Adeleke Akinyele,Theophilus Adeleke Akinyele,Theophilus,Adeleke,Akinyele,,
"Odametey, Charles Addo","Odametey, Charles Addo",Charles,Addo,Odametey,,
Valery Twite Nahayo,Valery Twite Nahayo,Valery,Twite,Nahayo,,
"Hidig, Abdirashid Mohamed","Hidig, Abdirashid Mohamed",Abdirashid,Mohamed,Hidig,,
Mohammed Aliyu Datti,Mohammed Aliyu Datti,Mohammed,Aliyu,Datti,,
"Diallo, Anthony Mwandu","Diallo, Anthony Mwandu",Anthony,Mwandu,Diallo,,
Mbah Ndam Joseph Njang,Mbah Ndam Joseph Njang,Mbah,Ndam Joseph,Njang,,
"Daar, Aden Abdullah Osman","Daar, Aden Abdullah Osman",Aden,Abdullah Osman,Daar,,
Cecilia Gyan Amoah,Cecilia Gyan Amoah,Cecilia,Gyan,Amoah,,
"At-Talhi, Jadallah Azzuz","At-Talhi, Jadallah Azzuz",Jadallah,Azzuz,At-Talhi,,
Muhammad Shamte Hamadi,Muhammad Shamte Hamadi,Muhammad,Shamte,Hamadi,,
"Chuka, Stefano Okaka","Chuka, Stefano Okaka",Stefano,Okaka,Chuka,,
Adetona Gabriel Balogun,Adetona Gabriel Balogun,Adetona,Gabriel,Balogun,,
"Salami, Adigun Taofeek","Salami, Adigun Taofeek",Adigun,Taofeek,Salami,,
Anthony Snoti Laffor,Anthony Snoti Laffor,Anthony,Snoti,Laffor,,
"Khalfan, Salim Abdallah","Khalfan, Salim Abdallah",Salim,Abdallah,Khalfan,,
"Kayombo, Gaudence Cassian","Kayombo, Gaudence Cassian",Gaudence,Cassian,Kayombo,,
Batilda Salha Burian,Batilda Salha Burian,Batilda,Salha,Burian,,
"Kitole, Haji Mussa","Kitole, Haji Mussa",Haji,Mussa,Kitole,,
Zakia Mrisho Mohamed,Zakia Mrisho Mohamed,Zakia,Mrisho,Mohamed,,
"Ali, Amina Said","Ali, Amina Said",Amina,Said,Ali,,
Ntare Rutaganzwa Rugamba,Ntare Rutaganzwa Rugamba,Ntare,Rutaganzwa,Rugamba,,
"Odinga, Jaramogi Oginga","Odinga, Jaramogi Oginga",Jaramogi,Oginga,Odinga,,
Faysal Ben Ahmed,Faysal Ben Ahmed,Faysal,Ben,Ahmed,,
"Obinna, Victor Nsofor","Obinna, Victor Nsofor",Victor,Nsofor,Obinna,,
Mohammed Bah Abba,Mohammed Bah Abba,Mohammed,Bah,Abba,,
"Goje, Mohammed Danjuma","Goje, Mohammed Danjuma",Mohammed,Danjuma,Goje,,
Barnabas Sibusiso Dlamini,Barnabas Sibusiso Dlamini,Barnabas,Sibusiso,Dlamini,,
"Hashi, Mohamed Abdi","Hashi, Mohamed Abdi",Mohamed,Abdi,Hashi,,
Botan Ise Alin,Botan Ise Alin,Botan,Ise,Alin,,
"Arfi, Said Amour","Arfi, Said Amour",Said,Amour,Arfi,,
Abdi Hasan Awale Qeybdiid,Abdi Hasan Awale Qeybdiid,Abdi,Hasan Awale,Qeybdiid,,
"Mayaki, Ibrahim Hassane","Mayaki, Ibrahim Hassane",Ibrahim,Hassane,Mayaki,,
Maria Ibeshi Hewa,Maria Ibeshi Hewa,Maria,Ibeshi,Hewa,,
"Apagya, Philip Kwame","Apagya, Philip Kwame",Philip,Kwame,Apagya,,
Zainab Amir Gama,Zainab Amir Gama,Zainab,Amir,Gama,,
"Animashaun, Mustapha Adamu","Animashaun, Mustapha Adamu",Mustapha,Adamu,Animashaun,,
Abdirizak Haji Hussein,Abdirizak Haji Hussein,Abdirizak,Haji,Hussein,,
"Mabandla, Thandatha Jongilizwe","Mabandla, Thandatha Jongilizwe",Thandatha,Jongilizwe,Mabandla,,
Antoinette Nana Djimou,Antoinette Nana Djimou,Antoinette,Nana,Djimou,,
"Chipande, Alberto Joaquim","Chipande, Alberto Joaquim",Alberto,Joaquim,Chipande,,
Mohammed Said Bareh,Mohammed Said Bareh,Mohammed,Said,Bareh,,
"Khamis, Salim Hemed","Khamis, Salim Hemed",Salim,Hemed,Khamis,,
Anton Wilhelm Amo,Anton Wilhelm Amo,Anton,Wilhelm,Amo,,
"Sabodo, Mustafa Jaffer","Sabodo, Mustafa Jaffer",Mustafa,Jaffer,Sabodo,,
Loyce Biira Bwambale,Loyce Biira Bwambale,Loyce,Biira,Bwambale,,
"Alo, E B","Alo, E B",E,B,Alo,,
Coster Balakasi,Coster Balakasi,Coster,,Balakasi,,
"Katsonga, Davis","Katsonga, Davis",Davis,,Katsonga,,
Ben Dhifallah,Ben Dhifallah,Ben,,Dhifallah,,
"Addy, Obo","Addy, Obo",Obo,,Addy,,
George Borba,George Borba,George,,Borba,,
"Melki, Mourad","Melki, Mourad",Mourad,,Melki,,
Joaquim Gomes,Joaquim Gomes,Joaquim,,Gomes,,
"Kamaphitha, Uzibhebhu","Kamaphitha, Uzibhebhu",Uzibhebhu,,Kamaphitha,,
Tavio Amorin,Tavio Amorin,Tavio,,Amorin,,
"Sanga, Imani","Sanga, Imani",Imani,,Sanga,,
Shanyurai Majange,Shanyurai Majange,Shanyurai,,Majange,,
"Bencherif, Hamza","Bencherif, Hamza",Hamza,,Bencherif,,
Herbert Chitepo,Herbert Chitepo,Herbert,,Chitepo,,
"Ibrahim, Fouad","Ibrahim, Fouad",Fouad,,Ibrahim,,
Gbenga Oluokun,Gbenga Oluokun,Gbenga,,Oluokun,,
"Salema, Anziza","Salema, Anziza",Anziza,,Salema,,
Efua Sutherland,Efua Sutherland,Efua,,Sutherland,,
"Otieno, Francis","Otieno, Francis",Francis,,Otieno,,
Mohammed Muyei,Mohammed Muyei,Mohammed,,Muyei,,
"Uti, Sunday","Uti, Sunday",Sunday,,Uti,,
Samuel Maharero,Samuel Maharero,Samuel,,Maharero,,
"Madagascar, Rasoherina","Madagascar, Rasoherina",Rasoherina,,Madagascar,,
Benjamin Kibebe,Benjamin Kibebe,Benjamin,,Kibebe,,
"Mbangwa, Mpumelelo","Mbangwa, Mpumelelo",Mpumelelo,,Mbangwa,,
Ganiou Soglo,Ganiou Soglo,Ganiou,,Soglo,,
"Karg, Morne","Karg, Morne",Morne,,Karg,,
Bisoye Tejuoso,Bisoye Tejuoso,Bisoye,,Tejuoso,,
"Maduka, John","Maduka, John",John,,Maduka,,
Olusegun Obasanjo,Olusegun Obasanjo,Olusegun,,Obasanjo,,
"Cheapoo, Chea","Cheapoo, Chea",Chea,,Cheapoo,,
"Girone, Remo","Girone, Remo",Remo,,Girone,,
Muumin Aadan,Muumin Aadan,Muumin,,Aadan,,
"Bungei, Wilfred","Bungei, Wilfred",Wilfred,,Bungei,,
Liya Kebede,Liya Kebede,Liya,,Kebede,,
"Burger, Sarel","Burger, Sarel",Sarel,,Burger,,
Shawn Gericke,Shawn Gericke,Shawn,,Gericke,,
"Yahyaoui, Insaf","Yahyaoui, Insaf",Insaf,,Yahyaoui,,
Koranteng Amoako,Koranteng Amoako,Koranteng,,Amoako,,
"Ouma, Kassim","Ouma, Kassim",Kassim,,Ouma,,
Sara Gizaw,Sara Gizaw,Sara,,Gizaw,,
"Tesfaw, Adamu","Tesfaw, Adamu",Adamu,,Tesfaw,,
Richard Leakey,Richard Leakey,Richard,,Leakey,,
"Gnonka, Liade","Gnonka, Liade",Liade,,Gnonka,,
Ibrahim Idris,Ibrahim Idris,Ibrahim,,Idris,,
"Obiku, Michael","Obiku, Michael",Michael,,Obiku,,
Alain Gaspoz,Alain Gaspoz,Alain,,Gaspoz,,
"Morello, Tom","Morello, Tom",Tom,,Morello,,
Tsandzile Ndwandwe,Tsandzile Ndwandwe,Tsandzile,,Ndwandwe,,
"Nsibambi, Apolo","Nsibambi, Apolo",Apolo,,Nsibambi,,
Kuku Sebsebe,Kuku Sebsebe,Kuku,,Sebsebe,,
"Wube, Tiruwork","Wube, Tiruwork",Tiruwork,,Wube,,
Yibeltal Admassu,Yibeltal Admassu,Yibeltal,,Admassu,,
"Mekuria, Zelalem","Mekuria, Zelalem",Zelalem,,Mekuria,,
Moussa Coulibaly,Moussa Coulibaly,Moussa,,Coulibaly,,
"Ellison, Chris","Ellison, Chris",Chris,,Ellison,,
Za Dengel,Za Dengel,Za,,Dengel,,
"Waruinge, Philip","Waruinge, Philip",Philip,,Waruinge,,
Zain Verjee,Zain Verjee,Zain,,Verjee,,
"Modo, Ben","Modo, Ben",Ben,,Modo,,
"Otieno, Musa","Otieno, Musa",Musa,,Otieno,,
Tatenda Taibu,Tatenda Taibu,Tatenda,,Taibu,,
"Mwakwere, Ali","Mwakwere, Ali",Ali,,Mwakwere,,
Djamel Abdoun,Djamel Abdoun,Djamel,,Abdoun,,
"Aggudey, George","Aggudey, George",George,,Aggudey,,
Souleymane Youla,Souleymane Youla,Souleymane,,Youla,,
"Rabarivony, Franck","Rabarivony, Franck",Franck,,Rabarivony,,
Marco Airosa,Marco Airosa,Marco,,Airosa,,
"Boateng, Paul","Boateng, Paul",Paul,,Boateng,,
Yimam Yejju,Yimam Yejju,Yimam,,Yejju,,
"Whitehead, Edgar","Whitehead, Edgar",Edgar,,Whitehead,,
Tom Nyariki,Tom Nyariki,Tom,,Nyariki,,
"Codjia, Coffi","Codjia, Coffi",Coffi,,Codjia,,
Jadavji Jesani,Jadavji Jesani,Jadavji,,Jesani,,
"Akuda, Fanizani","Akuda, Fanizani",Fanizani,,Akuda,,
Vida Nsiah,Vida Nsiah,Vida,,Nsiah,,
"Kabadi, Haroun","Kabadi, Haroun",Haroun,,Kabadi,,
Samson Godwin,Samson Godwin,Samson,,Godwin,,
"Black, Byron","Black, Byron",Byron,,Black,,
Ezra Sambu,Ezra Sambu,Ezra,,Sambu,,
"Benikhlef, Amar","Benikhlef, Amar",Amar,,Benikhlef,,
Caroline Chikezie,Caroline Chikezie,Caroline,,Chikezie,,
"Gripper, Trevor","Gripper, Trevor",Trevor,,Gripper,,
Rudy Haddad,Rudy Haddad,Rudy,,Haddad,,
"Dibaba, Ejegayehu","Dibaba, Ejegayehu",Ejegayehu,,Dibaba,,
Maurice Tadajeu,Maurice Tadajeu,Maurice,,Tadajeu,,
"Lwanga, Carl","Lwanga, Carl",Carl,,Lwanga,,
Hidipo Hamutenya,Hidipo Hamutenya,Hidipo,,Hamutenya,,
"Moumban, Karim","Moumban, Karim",Karim,,Moumban,,
Habib Galhia,Habib Galhia,Habib,,Galhia,,
"Munyaneza, Henri","Munyaneza, Henri",Henri,,Munyaneza,,
Mbulaeni Mulaudzi,Mbulaeni Mulaudzi,Mbulaeni,,Mulaudzi,,
"Aga, Alemu","Aga, Alemu",Alemu,,Aga,,
Choice Aisien,Choice Aisien,Choice,,Aisien,,
"Moses, Victor","Moses, Victor",Victor,,Moses,,
Fro Adu,Fro Adu,Fro,,Adu,,
"Raho, Slimane","Raho, Slimane",Slimane,,Raho,,
Richard Mateelong,Richard Mateelong,Richard,,Mateelong,,
"Baidoo, Stephen","Baidoo, Stephen",Stephen,,Baidoo,,
Gloria Kemasuode,Gloria Kemasuode,Gloria,,Kemasuode,,
"Diori, Hamani","Diori, Hamani",Hamani,,Diori,,
Yemane Baria,Yemane Baria,Yemane,,Baria,,
"Plaatjies, Sydney","Plaatjies, Sydney",Sydney,,Plaatjies,,
Tekle Haymanot,Tekle Haymanot,Tekle,,Haymanot,,
"Asokuh, Eloka","Asokuh, Eloka",Eloka,,Asokuh,,
Hakainde Hichilema,Hakainde Hichilema,Hakainde,,Hichilema,,
"Makinwa, Stephen","Makinwa, Stephen",Stephen,,Makinwa,,
Marguerite Barankitse,Marguerite Barankitse,Marguerite,,Barankitse,,
"Abdirahman, Abdihakem","Abdirahman, Abdihakem",Abdihakem,,Abdirahman,,
Adewale Olukoju,Adewale Olukoju,Adewale,,Olukoju,,
"Mbom, Ephrem","Mbom, Ephrem",Ephrem,,Mbom,,
Ali Shah,Ali Shah,Ali,,Shah,,
"Duarte, Bela","Duarte, Bela",Bela,,Duarte,,
Abdalla Jabir,Abdalla Jabir,Abdalla,,Jabir,,
"Belaid, Tijani","Belaid, Tijani",Tijani,,Belaid,,
Tessema Absher,Tessema Absher,Tessema,,Absher,,
"Selassie, Wolde","Selassie, Wolde",Wolde,,Selassie,,
Amha Selassie,Amha Selassie,Amha,,Selassie,,
"Djoussouf, Abbas","Djoussouf, Abbas",Abbas,,Djoussouf,,
Tsehaiwork Darge,Tsehaiwork Darge,Tsehaiwork,,Darge,,
"Keshi, Stephen","Keshi, Stephen",Stephen,,Keshi,,
Michael Ibru,Michael Ibru,Michael,,Ibru,,
"Metref, Hocine","Metref, Hocine",Hocine,,Metref,,
Edmund Morris,Edmund Morris,Edmund,,Morris,,
"Olympio, Sylvanus","Olympio, Sylvanus",Sylvanus,,Olympio,,
Ibrahim Babangida,Ibrahim Babangida,Ibrahim,,Babangida,,
"Diamoutene, Souleymane","Diamoutene, Souleymane",Souleymane,,Diamoutene,,
Aberra Molla,Aberra Molla,Aberra,,Molla,,
"Ugbusien, Moses","Ugbusien, Moses",Moses,,Ugbusien,,
Sone Aluko,Sone Aluko,Sone,,Aluko,,
"Ha-Dani, Eldad","Ha-Dani, Eldad",Eldad,,Ha-Dani,,
Moses Ashikodi,Moses Ashikodi,Moses,,Ashikodi,,
"Martins, Obafemi","Martins, Obafemi",Obafemi,,Martins,,
Ronald Snapper,Ronald Snapper,Ronald,,Snapper,,
"Kiptanui, Moses","Kiptanui, Moses",Moses,,Kiptanui,,
Taytu Betul,Taytu Betul,Taytu,,Betul,,
"Oyinlola, Olagunsoye","Oyinlola, Olagunsoye",Olagunsoye,,Oyinlola,,
Yobes Ondieki,Yobes Ondieki,Yobes,,Ondieki,,
"Uti, Sunday","Uti, Sunday",Sunday,,Uti,,
Thomas Nimely,Thomas Nimely,Thomas,,Nimely,,
"Afro, Teddy","Afro, Teddy",Teddy,,Afro,,
Sammy Korir,Sammy Korir,Sammy,,Korir,,
"Wek, Alek","Wek, Alek",Alek,,Wek,,
"Metefara, Marcel","Metefara, Marcel",Marcel,,Metefara,,
Gerrie Snyman,Gerrie Snyman,Gerrie,,Snyman,,
"Ekpe, Simeon","Ekpe, Simeon",Simeon,,Ekpe,,
Okoth Origi,Okoth Origi,Okoth,,Origi,,
"Bizu, Sifrash","Bizu, Sifrash",Sifrash,,Bizu,,
Tito Chingunji,Tito Chingunji,Tito,,Chingunji,,
"Lacarne, Belaid","Lacarne, Belaid",Belaid,,Lacarne,,
"Owu, George","Owu, George",George,,Owu,,
Akintola Deko,Akintola Deko,Akintola,,Deko,,
"Kitamirike, Joel","Kitamirike, Joel",Joel,,Kitamirike,,
Salma Kikwete,Salma Kikwete,Salma,,Kikwete,,
"Nwosu, Julius","Nwosu, Julius",Julius,,Nwosu,,
Alaixys Romao,Alaixys Romao,Alaixys,,Romao,,
"Yahia, Alaeddine","Yahia, Alaeddine",Alaeddine,,Yahia,,
Nana Osei Bonsu II,Nana Osei Bonsu II,Nana,Osei,Bonsu,,II
Mass Sarr Jr,Mass Sarr Jr,Mass,,Sarr,,Jr
William Drew Robeson I,William Drew Robeson I,William,Drew,Robeson,,I
Habib Bourguiba Jr.,Habib Bourguiba Jr.,Habib,,Bourguiba,,Jr
Mari Djata II,Mari Djata II,Mari,,Djata,,II
